Tsunami,Name,Latitude,Longitude,Depth,Magnitude,Date,Deaths,Missing,Injuries,Damage,Houses Destroyed,Houses Damaged
0.0,"BALKANS NW: SLOVENIA: TRSTENIK,BELA,TENETISE",46.29,14.29,6.0,4.6,1977-07-16,0.0,0.0,0.0,2500000.0,0.0,0.0
1,PAPUA NEW GUINEA: ADMIRALTY ISLANDS,-1.081,146.23,33.0,5.5,1977-08-28,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ROMANIA: VELINGRAD,42.11,23.97,6.0,5.1,1977-11-03,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,ARGENTINA: SAN JUAN PROVINCE: MENDOZA,-31.03,-67.77,13.0,7.4,1977-11-23,170.0,0.0,1300.0,27500080.0,0.0,0.0
1,"JAPAN: TOKKAIDO, OSHIMA",34.809,139.259,14.0,6.6,1978-01-14,75.0,54.0,1129.0,12500000.0,185.0,547.0
0.0,"JAPAN: OFUNATO, TOHOKU",38.78,141.95,60.0,6.1,1978-02-20,0.0,0.0,80.0,2500000.0,0.0,0.0
0.0,"PAKISTAN: QUETTA, NUSHKI",29.926,66.30199999999999,33.0,5.9,1978-03-16,51.0,0.0,0.0,2500000.0,0.0,0.0
1,RUSSIA: KURIL ISLANDS,44.026,149.002,33.0,6.7,1978-03-22,0.0,0.0,0.0,0.0,0.0,0.0
1,RUSSIA: KURIL ISLANDS,44.14,149.029,33.0,6.6,1978-03-22,0.0,0.0,0.0,0.0,0.0,0.0
1,RUSSIA: KURIL ISLANDS,44.208999999999996,148.971,46.0,6.8,1978-03-23,0.0,0.0,0.0,0.0,0.0,0.0
1,RUSSIA: KURIL ISLANDS,44.931999999999995,148.439,33.0,7.5,1978-03-23,0.0,0.0,0.0,0.0,0.0,0.0
1,RUSSIA: KURIL ISLANDS,44.244,148.862,33.0,7.6,1978-03-24,0.0,0.0,0.0,0.0,0.0,0.0
0.0,KAZAKHSTAN: ALMA-ATA,42.839,78.60600000000001,33.0,7.1,1978-03-24,0.0,0.0,0.0,12500000.0,0.0,0.0
0.0,"GREECE: THESSALONIKI, VOLVI, LANGADAS",40.759,23.268,10.0,5.6,1978-05-23,0.0,0.0,52.0,2500000.0,0.0,0.0
0.0,JAPAN: S HONSHU: HIROSHIMA,35.1,132.6,4.0,4.9,1978-06-03,0.0,0.0,51.0,2500000.0,0.0,0.0
1,JAPAN: SANRIKU,38.19,142.028,44.0,7.7,1978-06-12,78.0,0.0,15000.0,27500865.0,5000.0,0.0
1,GREECE: THESSALONIKI,40.739000000000004,23.229,3.0,6.4,1978-06-20,100.0,0.0,1000.0,27500250.0,0.0,0.0
0.0,CHILE: NORTHERN: COPIAPO-TALTAI,-26.51,-70.54,58.0,7.0,1978-08-03,0.0,0.0,63.0,12500000.0,0.0,0.0
0.0,CALIFORNIA: SOUTHERN,34.35,-119.7,7.0,5.6,1978-08-13,0.0,0.0,165.0,12500015.0,0.0,0.0
0.0,GERMANY,48.29,9.01,8.0,5.3,1978-09-03,0.0,0.0,1000.0,27500150.0,0.0,0.0
0.0,UZBEKISTAN: ANDIZHAN; TAJIKISTAN: DUSHANBE,39.35,72.61,7.0,6.8,1978-11-01,0.0,0.0,0.0,12500000.0,0.0,0.0
0.0,RUSSIA: KURIL ISLANDS,44.592,146.58100000000002,91.0,7.5,1978-12-06,0.0,0.0,0.0,2500000.0,0.0,0.0
1,ALASKA,60.691,-141.671,18.0,7.5,1979-02-28,0.0,0.0,0.0,500000.0,0.0,0.0
1,BALKANS NW: MONTENEGRO,42.096000000000004,19.209,10.0,6.9,1979-04-15,1131.0,0.0,6001.0,27502700.0,5000.0,0.0
0.0,BALKANS NW: MACEDONIA: DEBAR,42.255,18.752,8.0,6.2,1979-05-24,0.0,0.0,165.0,2500000.0,0.0,0.0
0.0,CHINA: JIANGSU PROVINCE: LIYANG,31.451999999999998,119.241,11.0,5.4,1979-07-09,92.0,0.0,7987.0,27500000.0,118909.0,0.0
0.0,GUATEMALA,14.321,-90.08200000000001,33.0,4.7,1979-10-09,0.0,0.0,90.0,2500000.0,0.0,0.0
0.0,NEW ZEALAND: W OF NORTH ISLAND,-46.675,165.707,33.0,7.5,1979-10-12,0.0,0.0,0.0,0.0,0.0,0.0
0.0,CALIFORNIA: IMPERIAL VALLEY; MEXICO: MEXICALI,32.634,-115.324,10.0,6.9,1979-10-15,0.0,0.0,191.0,27500030.0,0.0,0.0
0.0,GREECE-ALBANIA,39.536,20.398,40.0,5.2,1979-11-06,51.0,0.0,53.0,12500000.0,0.0,0.0
0.0,COLOMBIA: MANIZALES-ARMENIA,4.805,-76.217,108.0,6.4,1979-11-23,172.0,0.0,1600.0,12500020.0,0.0,0.0
0.0,IRAN,33.961999999999996,59.726000000000006,10.0,7.5,1979-11-27,67.0,0.0,74.0,12500000.0,0.0,0.0
1,"COLOMBIA: OFF SHORE, PACIFIC OCEAN",1.598,-79.358,33.0,7.7,1979-12-12,1600.0,0.0,25000.0,12500008.0,15000.0,0.0
1,"AZORES: TERCEIRA, ANGRA DO HEROISMO",38.815,-27.78,10.0,6.7,1980-01-01,169.0,0.0,1600.0,2500005.0,0.0,0.0
0.0,CALIFORNIA: LIVERMORE,37.855,-121.816,11.0,5.9,1980-01-24,0.0,0.0,100.0,12500011.5,0.0,0.0
1,RUSSIA: S. KURIL ISLANDS,43.53,146.753,44.0,7.0,1980-02-23,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ITALY: S,40.459,15.855,24.0,4.5,1980-05-14,0.0,0.0,0.0,2500000.0,0.0,0.0
1,WASHINGTON: MT ST HELENS,46.214,-122.194,4.0,5.2,1980-05-18,0.0,0.0,0.0,0.0,0.0,0.0
0.0,BALKANS NW: SERBIA,43.294,20.837,9.0,5.8,1980-05-18,0.0,0.0,80.0,2500005.0,0.0,0.0
0.0,CALIFORNIA: MAMMOTH LAKES,37.6,-118.84,7.0,6.1,1980-05-25,0.0,0.0,57.0,2500002.0,0.0,0.0
0.0,MEXICO: NW,32.22,-114.985,5.0,6.4,1980-06-09,51.0,0.0,200.0,2500000.0,0.0,0.0
1,JAPAN: HONSHU: S COAST,34.808,139.181,15.0,6.2,1980-06-29,0.0,0.0,57.0,2500000.0,0.0,0.0
0.0,GREECE: AEGEAN SEA: MAGNESIA,39.269,23.041,14.0,6.4,1980-07-09,51.0,0.0,1000.0,2500005.0,0.0,0.0
0.0,"TAJIKISTAN: SHURAB, NEFTEABAD",40.113,70.596,33.0,5.2,1980-07-11,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,KENTUCKY: MAYSVILLE,38.174,-83.90700000000001,8.0,5.1,1980-07-27,0.0,0.0,52.0,2500001.0,0.0,0.0
0.0,"JAPAN: TOKYO, YOKOHAMA",35.45,139.964,73.0,6.0,1980-09-24,52.0,0.0,173.0,2500001.0,0.0,0.0
0.0,"NEW ZEALAND: GISBORNE, HAWERA, EASTBOURNE, NAPIER",-39.542,176.47799999999998,32.0,5.6,1980-10-05,0.0,0.0,0.0,2500000.0,0.0,0.0
1,ALGERIA: NORTHERN,36.195,1.354,10.0,7.7,1980-10-10,10000.0,0.0,14000.0,27505200.0,30000.0,0.0
0.0,"MEXICO: S, HUAJAPAN DE LEON, OAXACA",18.211,-98.24,72.0,6.4,1980-10-24,1300.0,0.0,1000.0,2500005.0,1000.0,0.0
0.0,CALIFORNIA: NORTH COAST,41.117,-124.25299999999999,19.0,7.2,1980-11-08,55.0,0.0,0.0,2500002.75,0.0,0.0
0.0,"ITALY: AVELLINO, POTENZA, CASERTA, NAPLES",40.914,15.366,20.0,6.9,1980-11-23,9689.0,0.0,12700.0,27520000.0,0.0,0.0
0.0,CHINA: SICHUAN PROVINCE,30.927,101.098,33.0,6.8,1981-01-23,1150.0,0.0,1489.0,2500005.0,7992.0,0.0
0.0,ITALY: S,41.051,14.600999999999999,10.0,4.6,1981-02-14,62.0,0.0,0.0,500000.5,0.0,0.0
1,GREECE: ATHENS-EASTERN GULF OF CORINTH,38.222,22.934,33.0,6.7,1981-02-24,72.0,0.0,1400.0,27500812.0,13000.0,0.0
1,GREECE: ATHENS-CORINTH-KHALIS,38.209,23.288,29.0,6.4,1981-03-04,51.0,0.0,59.0,2500000.0,0.0,0.0
0.0,GREECE: PREVEZA,39.481,20.699,31.0,5.6,1981-03-10,52.0,0.0,0.0,2500000.0,150.0,0.0
0.0,"CALIFORNIA: WESTMORLAND,CALIPATRIA",33.133,-115.65,6.0,6.0,1981-04-26,0.0,0.0,0.0,2500001.5,0.0,0.0
0.0,BALKANS NW: BOSNIA-HERZEGOVINA: BANJA LUKA,44.849,17.312,16.0,5.5,1981-08-13,0.0,0.0,94.0,2500005.0,0.0,0.0
1,SAMOA: APIA; AMERICAN SAMOA: PAGO PAGO,-14.96,-173.085,25.0,7.7,1981-09-01,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"CHILE: OFF CENTRAL COAST, LAS CRUCES",-33.134,-73.074,33.0,7.5,1981-10-16,51.0,0.0,0.0,0.0,0.0,0.0
0.0,VENEZUELA-N COLOMBIA,8.117,-72.527,54.0,5.4,1981-10-18,65.0,0.0,1000.0,2500005.0,0.0,0.0
0.0,EGYPT: ASWAN,23.686,32.604,10.0,5.3,1981-11-14,0.0,0.0,0.0,500000.0,61.0,61.0
1,"PHILIPPINES: VIRAC, CATANDUANES",13.752,124.35799999999999,46.0,7.1,1982-01-11,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"CANADA; MAINE: CARIBOU, HAYNESVILLE, PRESQUE ISLE",46.975,-66.65899999999999,7.0,4.5,1982-01-11,0.0,0.0,0.0,500000.0,0.0,0.0
1,"JAPAN: HOKKAIDO, URAKAWA, HIROO",42.158,142.361,44.0,6.7,1982-03-21,1110.0,0.0,0.0,2500001.0,0.0,0.0
0.0,"PERU: COAST, LUNAHUANA, LIMA, HUANCAYO",-12.69,-76.065,95.0,6.1,1982-03-28,53.0,0.0,0.0,2500005.0,0.0,0.0
0.0,"MEXICO: GUERERRO, ORZIBA, OAXACA, GUADALUPE",16.558,-98.35799999999999,34.0,7.0,1982-06-07,59.0,0.0,1000.0,2500000.0,0.0,0.0
0.0,CHINA: SICHUAN PROVINCE: GARZE,31.906999999999996,99.931,10.0,5.5,1982-06-15,60.0,0.0,55.0,500000.0,0.0,0.0
0.0,EL SALVADOR: SAN SALVADOR; GUATEMALA,13.312999999999999,-89.339,82.0,6.2,1982-06-19,93.0,0.0,1000.0,2500005.0,0.0,0.0
0.0,HONDURAS-GUATEMALA-EL SALVADOR,14.487,-89.12100000000001,12.0,5.1,1982-09-29,53.0,0.0,52.0,2500000.0,1000.0,557.0
0.0,ITALY: PERUGIA,43.163999999999994,12.585999999999999,16.0,4.4,1982-10-17,0.0,0.0,0.0,27500035.0,0.0,0.0
0.0,"BALKANS NW: ALBANIA: BIER, BERAT, LUSHNJE",40.883,19.59,21.0,5.5,1982-11-16,51.0,0.0,62.0,2500005.0,0.0,0.0
0.0,YEMEN: DHAMAR,14.700999999999999,44.379,5.0,6.0,1982-12-13,7800.0,0.0,6500.0,27502000.0,5000.0,0.0
0.0,MEXICO: OAXACA: SALINA CRUZ,16.147000000000002,-95.23200000000001,57.0,6.7,1983-01-24,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S,39.945,75.135,16.0,6.2,1983-02-13,0.0,0.0,52.0,2500000.0,0.0,0.0
0.0,BALKANS NW: MACEDONIA: SKOPJE,41.958999999999996,21.54,24.0,4.7,1983-02-25,62.0,0.0,0.0,500000.5,0.0,0.0
0.0,"TAJIKISTAN: GARM, KHAZORA",38.841,70.727,49.0,5.2,1983-02-26,0.0,0.0,0.0,12500000.0,0.0,0.0
1,PAPUA NEW GUINEA: NEW IRELAND,-4.883,153.58100000000002,89.0,7.6,1983-03-18,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,GREECE: VONITSA,38.294000000000004,20.262,19.0,6.2,1983-03-23,0.0,0.0,57.0,2500000.0,1160.0,0.0
0.0,"COLOMBIA: SW, POPAYAN",2.461,-76.686,22.0,4.9,1983-03-31,1350.0,0.0,6200.0,27500410.9,0.0,0.0
0.0,TURKMENISTAN: KUM-DAG,39.042,48.714,33.0,4.6,1983-04-02,0.0,0.0,0.0,2500005.0,0.0,0.0
0.0,INDONESIA: SUMATERA: BANDA ACEH,5.723,94.72200000000001,79.0,6.6,1983-04-04,50.0,0.0,200.0,2500001.0,0.0,0.0
0.0,"CALIFORNIA: CENTRAL, COALINGA",36.219,-120.31700000000001,10.0,6.2,1983-05-02,0.0,0.0,95.0,27500031.0,1500.0,0.0
1,JAPAN: HONSHU: AKITA,40.461999999999996,139.102,24.0,7.7,1983-05-26,54.0,0.0,1324.0,27500800.0,0.0,0.0
0.0,COSTA RICA: SAN JOSE,9.652000000000001,-83.68799999999999,33.0,6.2,1983-07-03,52.0,0.0,160.0,2500005.0,0.0,0.0
0.0,"TURKEY: NW, BIGA, ERDEK, ISTANBUL",40.324,27.221999999999998,10.0,6.1,1983-07-05,55.0,0.0,76.0,2500000.0,0.0,0.0
0.0,ALASKA: PRINCE WILLIAM SOUND,61.031000000000006,-147.286,37.0,6.1,1983-07-12,0.0,0.0,0.0,2500001.0,0.0,0.0
0.0,"IRAN: NW, ZANJIN",36.948,49.18,41.0,5.0,1983-07-22,53.0,0.0,91.0,2500005.0,175.0,0.0
1,GREECE: AEGEAN SEA,40.141999999999996,24.766,2.0,7.0,1983-08-06,0.0,0.0,0.0,500000.0,0.0,0.0
1,PHILIPPINES: LUZON,18.230999999999998,120.86,29.0,6.5,1983-08-17,66.0,0.0,97.0,2500002.227,1000.0,3.0
0.0,BALKANS NW: SERBIA,43.246,20.859,10.0,5.1,1983-09-10,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"JAPAN: MIYAKEJIMA, OSHIMA",33.941,139.513,12.0,6.0,1983-10-03,0.0,0.0,0.0,2500000.0,0.0,0.0
1,CHILE: NORTHERN: COPOAPO-CHANARAL,-26.535,-70.563,15.0,7.3,1983-10-04,55.0,0.0,62.0,2500001.0,90.0,0.0
0.0,INDONESIA: CENTRAL SULAWESI,1.131,120.85799999999999,33.0,6.1,1983-10-25,52.0,0.0,54.0,2500000.0,70.0,54.0
0.0,"IDAHO: BORAH PEAK, CHALLIS, MACKAY",43.974,-113.916,14.0,7.3,1983-10-28,52.0,0.0,52.0,12500012.5,0.0,0.0
0.0,"JAPAN: TOTTORI, YONANGO",35.464,133.899,27.0,5.2,1983-10-30,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"CHINA: E, HEZE-DONGMING, SHANDONG PROVINCE",35.205999999999996,115.213,19.0,5.3,1983-11-06,84.0,0.0,7200.0,2500005.0,8300.0,0.0
0.0,BELGIUM,50.696000000000005,5.346,10.0,5.0,1983-11-08,52.0,0.0,80.0,27500050.0,1000.0,0.0
0.0,"ITALY: N, PARMA",44.68899999999999,10.317,37.0,5.0,1983-11-09,0.0,0.0,200.0,2500000.0,0.0,0.0
0.0,HAWAII: KAPAPALA,19.43,-155.454,12.0,6.7,1983-11-16,0.0,0.0,56.0,12500006.5,0.0,0.0
1,INDIAN OCEAN: CHAGOS ARCHIPELAGO: DIEGO GARCIA,-6.852,72.11,10.0,7.6,1983-11-30,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"PAPUA NEW GUINEA: ULAWUN, RABAUL",-5.392,151.868,26.0,6.4,1983-12-22,60.0,0.0,0.0,27500025.0,0.0,0.0
0.0,GUINEA: GAOUAL-KOUMBIA,11.866,-13.529000000000002,11.0,6.2,1983-12-22,1443.0,1200.0,6436.0,12500008.0,9000.0,0.0
0.0,"AFGHANISTAN: HINDU KUSH: KABUL, SAMANGAN; PAKISTAN",36.372,70.738,215.0,7.2,1983-12-30,76.0,0.0,1483.0,2500003.0,0.0,0.0
0.0,"AFGHANISTAN: KHOROG, JALALABAD; PAKISTAN",34.616,70.484,33.0,5.8,1984-02-01,51.0,0.0,85.0,2500005.0,0.0,0.0
0.0,SOLOMON ISLANDS: GUADALCANAL,-10.012,160.469,18.0,7.5,1984-02-07,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,PAKISTAN-NW AFGHANISTAN: HINDU KUSH: CHITRAL-LANDI,36.431,70.82600000000001,208.0,6.1,1984-02-16,54.0,0.0,63.0,2500005.0,0.0,0.0
0.0,UZBEKISTAN: GAZLI,40.32,63.35,15.0,7.0,1984-03-19,0.0,0.0,200.0,2500005.0,0.0,0.0
0.0,PAPUA NEW GUINEA: KARKAR,-4.647,145.805,28.0,6.6,1984-03-27,0.0,0.0,61.0,2500000.0,1000.0,0.0
0.0,CALIFORNIA: CENTRAL: MORGAN HILL,37.32,-121.698,8.0,6.1,1984-04-24,0.0,0.0,77.0,12500008.0,0.0,0.0
0.0,ITALY: CENTRAL: :PERUGIA-ASSISSI-GUBBIO,43.26,12.558,12.0,5.3,1984-04-29,53.0,0.0,1200.0,27500025.0,0.0,0.0
0.0,ITALY: S CENTRAL: ABRUZZO,41.765,13.898,10.0,5.8,1984-05-07,53.0,0.0,200.0,2500005.0,0.0,0.0
0.0,ITALY: S CENTRAL: ABRUZZO,41.831,13.960999999999999,14.0,5.2,1984-05-11,53.0,0.0,163.0,2500000.0,0.0,0.0
0.0,BOSNIA-HERZEGOVINA: LJUBINJE; CROATIA: DUBROVNIK,42.967,17.734,30.0,5.1,1984-05-13,51.0,0.0,0.0,2500000.0,0.0,0.0
0.0,DOMINICAN REPUBLIC: SANTO DOMINGO,17.984,-69.33800000000001,24.0,6.7,1984-06-24,55.0,0.0,0.0,500000.0,0.0,0.0
1,JAPAN: KYUSHU: NOBEOKA,32.385999999999996,131.945,46.0,6.7,1984-08-06,70.0,0.0,0.0,2500000.0,0.0,0.0
0.0,BALKANS NW: SERBIA,43.31399999999999,20.956999999999997,13.0,4.7,1984-09-07,0.0,0.0,52.0,2500000.0,0.0,0.0
0.0,JAPAN: HONSHU: CENTRAL: MT ONTAKE,35.789,137.488,10.0,6.1,1984-09-13,79.0,0.0,0.0,27500043.0,0.0,0.0
0.0,"TURKEY: E, ERZURUM, OLUR-SENKAYA",40.885,42.218999999999994,10.0,6.4,1984-09-18,53.0,0.0,88.0,2500000.0,80000.0,0.0
0.0,GREECE: MESSINA,37.013000000000005,21.756999999999998,27.0,4.5,1984-10-09,0.0,0.0,51.0,2500000.0,1000.0,0.0
0.0,"WYOMING: DOUGLAS, MEDICINE BOW",42.375,-105.72,33.0,5.1,1984-10-18,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"TAJIKISTAN: DZHIRGATAL, GARM",39.155,71.328,33.0,6.1,1984-10-26,0.0,0.0,0.0,2500000.0,100.0,100.0
0.0,"ARGENTINA: WEST CENTRAL, MENDOZA, LA LIGUA",-33.053000000000004,-68.467,5.0,6.9,1985-01-26,56.0,0.0,1238.0,2500005.0,17000.0,12004.0
1,"CHILE: CENTRAL COAST, SAN ANTONIO, VALPARAISO",-33.132,-71.708,40.0,8.0,1985-03-03,1180.0,0.0,7575.0,27501500.0,5000.0,0.0
1,GUADELOUPE,17.012999999999998,-62.448,13.0,6.3,1985-03-16,0.0,0.0,56.0,500000.0,0.0,0.0
0.0,"CHILE: VALPARAISO, VINA DEL MAR",-32.663000000000004,-71.551,33.0,6.6,1985-03-17,51.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"PHILIPPINES: PAGADIAN, ZAMBOANGA",7.757999999999999,123.544,33.0,6.5,1985-03-18,52.0,0.0,75.0,2500000.0,80.0,0.0
0.0,"CHILE: NEAR CENTRAL COAST, SANTIAGO-VALPARAISO",-34.131,-71.618,38.0,7.5,1985-04-09,52.0,0.0,100.0,2500000.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE,25.926,102.87100000000001,5.0,5.8,1985-04-18,73.0,0.0,1300.0,2500001.0,0.0,0.0
0.0,"PHILIPPINES: LUZON: BENGUET PROVINCE, BAGUIO",16.498,120.815,33.0,6.1,1985-04-24,56.0,0.0,61.0,2500000.0,0.0,0.0
0.0,GREECE: MAGNISIA,39.266,22.81,27.0,5.5,1985-04-30,0.0,0.0,0.0,500000.0,57.0,0.0
0.0,"PAPUA NEW GUINEA: NEW BRITAIN: BIALLA, PIONA",-5.599,151.045,27.0,7.1,1985-05-10,51.0,0.0,0.0,2500001.0,0.0,0.0
1,PAPUA NEW GUINEA: NEW BRITAIN: RABAUL,-4.439,152.828,46.0,7.2,1985-07-03,0.0,0.0,0.0,2500001.0,50.0,0.0
0.0,"AFGHANISTAN: HINDU KUSH: CHITRAL, SWAT",36.19,70.896,99.0,6.6,1985-07-29,55.0,0.0,88.0,2500002.0,0.0,0.0
0.0,CHINA: S XINJIANG: WUQUA-SHUFU,39.431,75.22399999999999,7.0,7.5,1985-08-23,171.0,0.0,1162.0,2500005.0,1000.0,0.0
1,MEXICO: MICHOACAN: MEXICO CITY,18.19,-102.53299999999999,28.0,8.1,1985-09-19,14500.0,0.0,35000.0,27504000.0,5000.0,0.0
1,MEXICO: SW COAST: MEXICO CITY,17.802,-101.647,31.0,7.6,1985-09-21,100.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"SOLOMON ISLANDS: HONIARA, GUADACANAL",-9.829,159.85399999999998,32.0,6.9,1985-09-27,0.0,0.0,0.0,500000.0,1000.0,0.0
0.0,BALKANS NW: MACEDONIA: DEMIR KAPIJA-NEGOTINO,41.581,22.254,7.0,5.0,1985-09-28,0.0,0.0,66.0,2500000.0,1500.0,0.0
0.0,GUATEMALA: SAN MIGUEL UPSANTAN,15.299000000000001,-90.863,5.0,4.5,1985-10-11,0.0,0.0,1000.0,2500000.0,1500.0,503.0
0.0,"TAJIKISTAN: KAPTOLYUK, KAYRAKKUM, GAFUROV",40.301,69.82300000000001,16.0,5.9,1985-10-13,79.0,0.0,180.0,27500200.0,1000.0,3.0
0.0,INDONESIA: NEW GUINEA: IRIAN JAYA: MANOKWARI,-1.639,134.911,10.0,7.1,1985-11-17,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"NICARAGUA: RIVAS, MASAYA",11.725,-85.838,22.0,6.0,1985-12-16,0.0,0.0,56.0,500000.0,0.0,0.0
0.0,"PERU: HUARMEY, CASMA, HUARAX, CHIMBOTE",-9.505,-77.512,39.0,5.3,1986-01-11,51.0,0.0,0.0,2500000.0,160.0,0.0
0.0,PERU: CUZCO,-13.41,-71.785,51.0,4.6,1986-04-05,66.0,0.0,1170.0,12500022.0,7000.0,0.0
1,ALASKA: ALEUTIAN ISLANDS: ADAK,51.52,-174.77599999999998,19.0,8.0,1986-05-07,0.0,0.0,0.0,2500000.0,0.0,100.0
0.0,"GEORGIA: AKHALKALAKI, SUSUZ",41.431000000000004,43.736999999999995,10.0,5.7,1986-05-13,52.0,0.0,0.0,12500000.0,6500.0,1504.0
0.0,VENEZUELA,10.597000000000001,-62.928000000000004,19.0,6.2,1986-06-11,52.0,0.0,95.0,2500001.0,0.0,0.0
0.0,PAPUA NEW GUINEA,-4.448,143.94299999999998,102.0,7.1,1986-06-24,0.0,0.0,0.0,500000.5,0.0,0.0
0.0,CALIFORNIA: PALM SPRINGS,34.0,-116.61,12.0,6.0,1986-07-08,0.0,0.0,79.0,2500004.5,0.0,0.0
0.0,"CALIFORNIA: SAN DIEGO, NEWPORT BEACH",32.97,-117.869,6.0,5.8,1986-07-13,0.0,0.0,0.0,500000.7,0.0,0.0
0.0,CALIFORNIA-NEVADA: CHALFANT VALLEY,37.537,-118.447,9.0,6.2,1986-07-21,0.0,0.0,0.0,2500001.0,0.0,0.0
0.0,"ROMANIA: BUCHAREST, KISHINEV-KAGUL",45.547,26.316,132.0,6.9,1986-08-30,52.0,0.0,1558.0,27500730.0,0.0,55004.0
0.0,"GREECE: KALAMI, LAKONIA, ZAKINTHOS",37.014,22.176,11.0,5.8,1986-09-13,70.0,0.0,1300.0,2500005.0,6500.0,0.0
0.0,"GREECE: S, MESSINIA, BERGA, NEDOUSA",36.93,22.175,10.0,4.8,1986-09-15,0.0,0.0,87.0,500000.0,0.0,0.0
0.0,"SOUTH AFRICA: MOUNT FRERE, DURBAN",-30.546,28.737,5.0,4.8,1986-10-05,0.0,0.0,0.0,500000.0,0.0,0.0
1,"TAIWAN: TAIPEI, HUALIEN",23.901,121.574,34.0,7.8,1986-11-14,65.0,0.0,94.0,500000.0,0.0,0.0
0.0,"BALKANS NW: BOSNIA-HERZEGOVINA: STRMICA, KNIN",44.12,16.339000000000002,30.0,5.5,1986-11-25,0.0,0.0,62.0,2500000.0,0.0,0.0
0.0,BULGARIA: VELIKO TURNOVO-TURGOVISHTE,43.273999999999994,25.912,21.0,5.6,1986-12-07,53.0,0.0,160.0,2500005.0,0.0,0.0
0.0,"CHILE: CENTRAL, VALPARAISO",-33.071,-72.084,33.0,5.0,1986-12-19,0.0,0.0,100.0,500000.0,66.0,0.0
1,"PAPUA NEW GUINEA: HUON PENINSULA, UMBOI ISLAND",-6.087999999999999,147.689,55.0,7.6,1987-02-08,53.0,0.0,0.0,2500002.625,1000.0,0.0
0.0,"NEW ZEALAND: NORTH ISLAND, WHAKATANI, EDGECUMBE",-37.965,176.765,19.0,6.6,1987-03-02,51.0,0.0,75.0,27500210.0,0.0,0.0
1,"CHILE: ANTOFAGASTA, ARICA",-24.388,-70.161,62.0,7.3,1987-03-05,51.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"PHILIPPINES: MANILA, CUBI POINT",16.066,120.301,107.0,6.3,1987-04-25,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,PHILIPPINES: MINDANAO: TALAKAG-MALAYBALAY,8.047,125.41,32.0,5.2,1987-05-23,51.0,0.0,52.0,500000.0,0.0,0.0
0.0,CHINA: GANZHOU PROVINCE: XUNWU,24.924,115.60799999999999,29.0,4.9,1987-08-02,0.0,0.0,184.0,12500000.0,42000.0,0.0
0.0,"CHILE: ARICA, IQUIQUE",-19.022000000000002,-69.991,70.0,6.9,1987-08-08,55.0,0.0,1112.0,2500001.0,2000.0,0.0
0.0,"CHILE: ARICA; PERU: AREQUIPA, TACNA",-17.897000000000002,-70.931,37.0,6.4,1987-08-13,51.0,0.0,51.0,500000.0,0.0,0.0
0.0,ITALY: PORTO SAN GIORGIO-PERMO-PDEASO AREA,43.242,13.874,19.0,4.6,1987-09-04,0.0,0.0,52.0,2500000.0,0.0,0.0
0.0,CALIFORNIA: WHITTIER,34.061,-118.07799999999999,10.0,5.7,1987-10-01,58.0,0.0,1200.0,27500358.0,0.0,0.0
0.0,"PERU: SANTAOG DE CHUCO, TRUJILLO, CHIMBOTE",-8.142999999999999,-77.954,20.0,5.1,1987-10-02,53.0,0.0,0.0,2500000.0,1000.0,0.0
1,"PAPUA NEW GUINEA: NEW BRITAIN: KANDRIAN, KIMBTE",-6.266,149.06,48.0,7.7,1987-10-16,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,CALIFORNIA: SUPERSTITION HILLS,33.082,-115.775,5.0,6.2,1987-11-24,52.0,0.0,0.0,2500003.0,0.0,0.0
1,ALASKA: YAKUTAT,58.678999999999995,-142.786,10.0,7.9,1987-11-30,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"JAPAN: HONSHU: CHIBA PERFECTURE, TOKYO",35.361999999999995,140.214,63.0,6.0,1987-12-17,52.0,0.0,0.0,2500005.0,0.0,0.0
0.0,"ALBANIA: TIRANA, ULCINJ-BAR",41.246,19.63,24.0,5.8,1988-01-09,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,AUSTRALIA: TENNANT CREEK,-19.829,133.882,5.0,6.7,1988-01-22,0.0,0.0,0.0,2500000.0,0.0,0.0
