Tsunami,Name,Latitude,Longitude,Depth,Magnitude,Date,Deaths,Missing,Injuries,Damage,Houses Destroyed,Houses Damaged
0.0,"ALBANIA: TEPELENE, DRAGOTI, PESHTANI, MARICAJ",40.2,20.0,25.0,6.2,1920-11-26,1200.0,0.0,0.0,12500000.0,1000.0,0.0
1,"CHINA: GANSU PROVINCE, SHANXI PROVINCE",36.601,105.31700000000001,25.0,8.3,1920-12-16,205000.0,0.0,0.0,27500025.0,0.0,0.0
0.0,ARGENTINA: MENDOZA,-32.7,-68.4,10.0,6.0,1920-12-17,1400.0,0.0,0.0,12500000.0,1000.0,0.0
1,PHILIPPINES: MINDANAO: E,8.0,127.0,60.0,7.5,1921-11-11,0.0,0.0,0.0,500000.0,0.0,100.0
0.0,BALKANS NW: SERBIA,44.4,20.4,12.0,6.0,1922-03-24,1000.0,0.0,0.0,12500000.0,0.0,0.0
1,CHILE: ATACAMA,-28.553,-70.755,35.0,8.7,1922-11-11,1500.0,0.0,0.0,12500000.0,1000.0,0.0
1,RUSSIA: KAMCHATKA,54.0,161.0,19.0,8.3,1923-02-03,0.0,0.0,0.0,500000.0,50.0,0.0
0.0,IRAN: BODZHNURD,37.6,57.3,10.0,5.5,1923-02-04,0.0,0.0,0.0,2500000.0,0.0,0.0
1,PHILIPPINES: MINDANAO ISLAND,6.5,124.0,22.0,7.2,1923-03-02,0.0,0.0,0.0,0.0,0.0,0.0
0.0,CHINA: SICHUAN PROVINCE,31.5,101.0,13.0,7.3,1923-03-24,9800.0,0.0,0.0,12500000.0,5000.0,0.0
1,RUSSIA: NEAR KAMCHATKA,56.5,162.5,20.0,7.2,1923-04-13,0.0,0.0,0.0,2500000.0,100.0,0.0
1,"PHILIPPINES: E MINDANAO: MATI,SURIGA",6.5,126.5,33.0,8.3,1924-04-14,0.0,0.0,0.0,12500000.0,1000.0,0.0
1,"PHILIPPINES: MINDANAO: SURIGAO,BUTUAN",8.5,126.5,33.0,7.3,1924-08-30,0.0,0.0,0.0,2500000.0,100.0,0.0
1,"W. LUZON ISLAND, PHILIPPINES",9.3,122.7,33.0,6.8,1925-05-05,67.0,0.0,0.0,2500000.0,100.0,0.0
1,PHILIPPINES: LUZON: W,12.2,122.1,10.0,6.3,1925-05-25,0.0,0.0,0.0,0.0,0.0,0.0
0.0,MONTANA: CLARKSTON VALLEY,46.4,-111.24,25.0,6.7,1925-06-28,0.0,0.0,0.0,500000.15,0.0,100.0
0.0,CALIFORNIA: SANTA BARBARA,34.418,-120.196,10.0,6.8,1925-06-29,63.0,0.0,0.0,12500008.0,1000.0,0.0
1,"PHILIPPINES: SAMAR I, LAOANG I, BATAG I",13.0,125.0,22.0,7.3,1925-11-13,0.0,0.0,1000.0,2500000.0,1000.0,0.0
0.0,GREECE: RHODES ISLAND; LOWER EGYPT,36.5,27.5,100.0,7.9,1926-06-26,100.0,0.0,0.0,12500000.0,0.0,0.0
1,ITALY: SALINA ISLAND,38.567,14.833,100.0,5.3,1926-08-17,0.0,0.0,0.0,12500000.0,0.0,0.0
0.0,TURKEY; ARMENIA,40.7,43.7,7.0,5.7,1926-10-22,1360.0,0.0,0.0,27500000.0,0.0,0.0
0.0,BALKANS NW: SERBIA,44.1,20.5,12.0,5.9,1927-05-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,CHINA: GANSU PROVINCE,36.75,102.0,27.0,7.6,1927-05-22,45912.0,0.0,1524.0,27500000.0,31674.0,0.0
1,UKRAINE: CRIMEA: SEBASTOPOL,44.4,34.4,27.0,6.0,1927-06-26,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,GREECE: OETYLOS (LACONIA),36.75,22.75,120.0,7.3,1927-07-01,0.0,0.0,0.0,0.0,0.0,0.0
1,UKRAINE: CRIMEA: SEBASTOPOL,44.4,34.5,17.0,6.8,1927-09-11,61.0,0.0,1122.0,27500000.0,5000.0,4.0
0.0,UKRAINE: CRIMEA: SEBASTOPOL,44.4,34.3,23.0,5.7,1927-09-24,0.0,0.0,100.0,0.0,50.0,100.0
1,ALASKA: SE ALASKA,57.69,-136.07,0.0,7.1,1927-10-24,0.0,0.0,0.0,500000.0,0.0,0.0
1,CALIFORNIA: S: OFF COAST,34.813,-120.774,10.0,7.3,1927-11-04,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,ITALY: TOLMEZZO,46.4,13.0,33.0,5.8,1928-03-27,0.0,0.0,90.0,2500000.0,1000.0,0.0
1,PERU,-13.0,-69.5,30.0,6.9,1928-04-09,0.0,0.0,0.0,12500000.0,1000.0,0.0
0.0,BULGARIA: CHIRPAN,42.2,25.3,7.0,6.8,1928-04-14,1127.0,0.0,6735.0,27500000.0,79750.0,0.0
0.0,BULGARIA: POPOVITSA,42.1,25.0,10.0,7.0,1928-04-18,1000.0,0.0,5000.0,27500000.0,5000.0,0.0
1,GREECE: CORINTH (CORINTHIA),38.0,23.0,29.0,6.0,1928-04-22,70.0,0.0,0.0,27500000.0,8000.0,0.0
1,PHILIPPINES: SW MINDORO,12.4,120.9,33.0,7.0,1928-06-15,0.0,0.0,0.0,2500000.0,100.0,0.0
1,PERU,-5.5,-79.0,70.0,7.0,1928-07-18,0.0,0.0,0.0,0.0,0.0,0.0
0.0,IRAN: SHIRVAN,37.3,57.9,9.0,5.4,1928-08-21,60.0,0.0,0.0,2500000.0,0.0,0.0
1,"CHILE: TALCA, CHILLAN, SANTIAGO, SAN FERNANDO",-35.0,-72.0,25.0,7.6,1928-12-01,1279.0,0.0,0.0,12500000.0,1000.0,0.0
0.0,RUSSIA: KURIL ISLANDS,49.8,154.8,140.0,7.7,1929-01-13,0.0,0.0,0.0,0.0,0.0,0.0
1,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,51.0,-170.0,50.0,7.8,1929-03-07,0.0,0.0,0.0,0.0,0.0,0.0
0.0,TURKEY: SUSEHRI,40.2,37.9,10.0,6.5,1929-05-18,164.0,0.0,0.0,0.0,0.0,0.0
0.0,ICELAND,63.9,-21.7,33.0,6.3,1929-07-23,0.0,0.0,0.0,0.0,0.0,0.0
1,CANADA: GRAND BANKS,44.69,-56.0,18.0,7.3,1929-11-18,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"ALBANIA: KORCE, POLENA, LAVDAR, MOSKOPOJE, SHIPSKE",40.4,20.5,33.0,5.6,1930-01-28,0.0,0.0,0.0,0.0,0.0,0.0
0.0,GREECE: AITANIA-VATHIA (CRETE),35.8,24.8,130.0,6.7,1930-02-14,100.0,0.0,0.0,0.0,0.0,0.0
0.0,ITALY: IRPINIA,41.1,15.4,7.0,6.5,1930-07-23,6430.0,0.0,0.0,12500000.0,8188.0,0.0
1,CALIFORNIA: SOUTHERN,34.03,-118.64299999999999,15.0,5.2,1930-08-31,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,"ALBANIA: VLORE, HIMARE, KUC",40.5,19.5,12.0,6.0,1930-11-21,85.0,0.0,1108.0,12500000.0,1980.0,0.0
0.0,"ALBANIA: VLORE, TEPELENE",40.3,19.6,4.0,5.0,1930-12-02,75.0,0.0,0.0,2500000.0,0.0,0.0
0.0,ARGENTINA: LA POMA,-24.7,-66.3,30.0,6.0,1930-12-24,89.0,0.0,1000.0,12500000.0,1000.0,3.0
0.0,MEXICO: OAXACA,16.1,-96.8,50.0,7.9,1931-01-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ALBANIA: KORCE,40.6,20.8,33.0,5.8,1931-01-28,190.0,0.0,0.0,12500000.0,0.0,0.0
1,NEW ZEALAND: HAWKE BAY,-39.772,176.025,35.0,7.7,1931-02-02,1256.0,52.0,1400.0,27500025.0,0.0,0.0
0.0,GREECE,41.0,22.5,120.0,6.9,1931-03-08,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"ARMENIA: ZANGEZUR, NAKHITCHEVAN",39.2,46.0,22.0,6.3,1931-04-27,7890.0,0.0,0.0,27500000.0,0.0,0.0
1,"UK: SCARBOROUGH, GRIMSBY",54.0,1.067,70.0,6.0,1931-06-07,0.0,0.0,0.0,500000.0,0.0,50.0
0.0,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE: N,47.1,89.8,25.0,8.0,1931-08-10,15000.0,0.0,0.0,27500000.0,5000.0,0.0
0.0,PERU,-12.0,-77.5,100.0,6.8,1932-01-20,0.0,0.0,0.0,0.0,0.0,0.0
0.0,CHINA: HUBEI PROVINCE,31.4,115.0,15.0,6.0,1932-04-06,56.0,0.0,77.0,2500000.0,1000.0,0.0
0.0,IRAN: TORBET-I-KHEYDARLY,36.6,53.4,12.0,5.4,1932-05-20,6070.0,0.0,0.0,12500000.0,0.0,0.0
1,MEXICO: NEAR COAST OF JALISCO,19.5,-104.25,60.0,8.1,1932-06-03,1400.0,0.0,1120.0,12500000.0,1000.0,0.0
1,"MEXICO: CENTRAL, COLIMA",19.452,-103.632,54.0,7.9,1932-06-18,0.0,0.0,0.0,2500000.0,0.0,0.0
1,GREECE: HIERISSOS-STRANTONION (CHALKIDIKI),40.5,23.9,35.0,6.9,1932-09-26,1161.0,0.0,1669.0,27500000.0,9106.0,3222.0
1,CALIFORNIA: LONG BEACH,33.62,-117.97,16.0,6.3,1933-03-11,1120.0,0.0,0.0,27500040.0,0.0,0.0
1,GREECE: DODECANESE ISLANDS,36.8,27.2,16.0,6.4,1933-04-23,0.0,0.0,0.0,0.0,0.0,0.0
0.0,CHILE,-22.0,-70.5,70.0,5.5,1933-11-03,0.0,0.0,0.0,0.0,0.0,0.0
1,NEPAL; INDIA: BIHAR,26.773000000000003,86.762,35.0,8.0,1934-01-15,15600.0,0.0,0.0,27500000.0,5000.0,4.0
0.0,TURKEY,40.5,27.5,7.0,6.2,1935-01-04,55.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"IRAN: KEVSUT, ALBORZ, SARI",36.3,53.5,14.0,6.3,1935-04-11,1690.0,0.0,0.0,12500000.0,0.0,0.0
1,PAKISTAN: QUETTA,29.5,66.8,33.0,7.5,1935-05-30,65000.0,0.0,0.0,27500025.0,5000.0,4.0
1,"INDONESIA: N SUMATERA: BATU I,PADANG,SIBOLGA",0.0,98.25,33.0,7.9,1935-12-28,0.0,0.0,50.0,2500000.0,100.0,0.0
1,INDONESIA: TALAUD ISLANDS,4.5,126.5,60.0,7.7,1936-04-01,0.0,0.0,53.0,2500000.0,1169.0,0.0
0.0,RUSSIA: KOMANDORSKY ISLAND,55.0,165.0,20.0,7.2,1936-06-30,0.0,0.0,0.0,0.0,0.0,0.0
0.0,CHINA: QINGHAI PROVINCE,35.5,97.6,60.0,7.5,1937-01-07,0.0,0.0,0.0,500000.0,0.0,0.0
1,PHILIPPINES: LUZON,14.5,121.5,60.0,7.5,1937-08-20,51.0,0.0,1200.0,12500000.0,1000.0,3.0
0.0,"INDONESIA: JAVA: JOGYAKARTA: KLUMPIT,PRAMBANAN",-9.4,110.2,70.0,7.2,1937-09-27,51.0,0.0,0.0,12500000.0,1326.0,2204.0
0.0,AFGHANISTAN: HINDU KUSH,36.5,70.5,240.0,7.2,1937-11-14,0.0,0.0,0.0,12500000.0,0.0,0.0
0.0,"PERU: HUANCABAMBA,OXAPAMPA,EL PROGRESO,SAN DAVID",-10.5,-76.5,10.0,6.2,1937-12-24,65.0,0.0,0.0,2500000.0,0.0,0.0
0.0,TURKEY: KIRSEHIR,39.4,33.8,33.0,6.7,1938-04-19,1224.0,0.0,0.0,12500000.0,0.0,0.0
0.0,"ECUADOR: ALANGASI,SANGOLQUI,TINGO-PICHINCHA",-0.3,-78.4,10.0,6.3,1938-08-10,0.0,0.0,0.0,0.0,0.0,0.0
1,ALASKA,55.48,-158.37,25.0,8.2,1938-11-10,0.0,0.0,0.0,0.0,0.0,0.0
1,CHILE: CHILLAN,-36.25,-72.25,60.0,8.3,1939-01-25,35000.0,0.0,0.0,27500920.0,5000.0,0.0
1,"PHILIPPINES: LUZON ISLAND, MINDOR ISLAND",13.5,121.25,110.0,6.5,1939-05-06,0.0,0.0,0.0,0.0,0.0,0.0
1,AZORES: ATLANTIC,37.053000000000004,-24.427,16.0,6.5,1939-05-08,0.0,0.0,0.0,0.0,0.0,0.0
1,GHANA: ACCRA,5.18,-0.13,13.0,6.4,1939-06-22,72.0,0.0,1130.0,12500000.0,6500.0,0.0
0.0,TURKEY: ERZINCAN,39.7,40.4,80.0,5.9,1939-11-21,63.0,0.0,0.0,2500000.0,0.0,0.0
1,TURKEY: ERZINCAN,39.77,39.533,35.0,7.7,1939-12-26,37700.0,0.0,0.0,12500020.0,5000.0,0.0
1,ITALY,38.1,13.5,15.0,4.8,1940-01-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,CALIFORNIA; MEXICO,32.733000000000004,-115.5,16.0,7.2,1940-05-19,59.0,0.0,0.0,27500033.0,0.0,0.0
1,PERU,-10.5,-77.0,60.0,8.2,1940-05-24,1179.0,0.0,8500.0,12500000.0,1000.0,0.0
1,JAPAN: W. HOKKAIDO ISLAND,44.2,139.5,10.0,7.5,1940-08-01,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,ROMANIA,45.8,26.8,150.0,7.3,1940-11-10,2000.0,0.0,0.0,12500010.0,0.0,0.0
0.0,"MEXICO: MICHOACAN, COLIMA, JALISCO",18.9,-102.9,60.0,7.9,1941-04-15,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"TURKEY: VAN, ERCIS",39.5,43.3,28.0,6.0,1941-09-10,1430.0,0.0,0.0,0.0,0.0,0.0
0.0,TURKEY: ERZINCAN,39.7,39.4,70.0,5.9,1941-11-12,65.0,0.0,0.0,0.0,0.0,0.0
0.0,ECUADOR: GUAYAQUIL,-0.75,-81.5,30.0,7.9,1942-05-14,1200.0,0.0,0.0,2500002.5,1000.0,0.0
1,"PERU: ICA, NAZCA",-15.0,-76.0,60.0,8.2,1942-08-24,80.0,0.0,75.0,12500000.0,1000.0,0.0
0.0,"ALBANIA: PESHKOPIA, MAGELLARE",41.7,20.4,33.0,6.0,1942-08-27,93.0,0.0,1110.0,12500000.0,1000.0,0.0
0.0,BALKANS NW: CROATIA,43.4,17.2,15.0,6.0,1942-12-29,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ECUADOR: GUAYAQUIL,-2.1,-80.5,100.0,6.9,1943-01-30,0.0,0.0,0.0,2500000.0,0.0,3.0
0.0,MEXICO: GUERRERO: PARICUTIN VOLCANO FORMS,16.7,-101.5,60.0,7.5,1943-02-22,61.0,0.0,0.0,12500000.0,0.0,0.0
0.0,"TURKEY: HENDEK, ADAPAZARI",40.6,30.5,15.0,6.2,1943-06-20,1285.0,0.0,0.0,12500000.0,0.0,0.0
0.0,INDONESIA: JAVA: JOGYAKARTA,-9.5,110.0,90.0,8.1,1943-07-23,1213.0,0.0,7096.0,12500000.0,0.0,2804.0
0.0,"TURKEY: LADIK, SAMSUN, HAVZA",41.0,33.7,33.0,7.6,1943-11-26,9020.0,0.0,10000.0,27500000.0,45000.0,0.0
0.0,TURKEY,41.4,32.7,33.0,7.4,1944-02-01,7381.0,0.0,0.0,12500000.0,0.0,0.0
0.0,IRAN: GORGAN,36.8,54.5,7.0,4.8,1944-04-05,70.0,0.0,0.0,2500000.0,0.0,0.0
0.0,TURKEY: USAK,38.9,29.3,33.0,6.0,1944-06-25,71.0,0.0,0.0,0.0,0.0,0.0
0.0,GREECE: KAMPOS (LACONIA),36.7,22.5,8.0,5.7,1944-07-30,0.0,0.0,0.0,0.0,0.0,0.0
0.0,NEW YORK: MASSENA,44.957,-74.723,12.0,5.6,1944-09-05,0.0,0.0,0.0,2500002.0,0.0,0.0
0.0,"TURKEY: AELANA, CEYHAN, ADANA",37.4,35.8,60.0,6.0,1945-03-20,1300.0,0.0,0.0,0.0,0.0,0.0
1,PAKISTAN: MAKRAN COAST,24.5,63.0,15.0,8.0,1945-11-27,9000.0,0.0,0.0,27500025.0,0.0,0.0
0.0,"TURKEY: IIGIN, KONYA",38.2,31.8,60.0,5.6,1946-02-21,62.0,0.0,0.0,0.0,0.0,0.0
1,ALASKA: UNIMAK ISLAND,53.492,-162.832,15.0,8.6,1946-04-01,0.0,0.0,0.0,0.0,0.0,0.0
1,PERU: PISCO,-14.0,-76.25,70.0,7.0,1946-09-30,0.0,0.0,0.0,2500000.0,0.0,3.0
0.0,KYRGYZSTAN,41.5,72.5,35.0,7.6,1946-11-02,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"PERU: JOCAIBAMBA,CERRO ANGASCHAJ,CERRO SILLAPATA",-8.5,-77.5,12.0,7.3,1946-11-10,1800.0,0.0,0.0,12500000.0,0.0,0.0
1,NEW ZEALAND: OFF COAST NORTH ISLAND,-38.85,178.87,12.0,7.1,1947-03-25,0.0,0.0,0.0,500000.0,50.0,0.0
0.0,IRAN: SHIRVAN,37.5,57.8,9.0,4.1,1947-07-10,0.0,0.0,0.0,2500000.0,0.0,0.0
1,GREECE: S: PYLIA (MESSINIA),37.0,22.0,28.0,6.9,1947-10-06,53.0,0.0,70.0,27500000.0,12000.0,0.0
0.0,"PERU: SATIPO,ANDAMARCA,ACOBAMBA,LA MERCED,VICTOC",-10.5,-75.0,100.0,7.3,1947-11-01,1233.0,0.0,0.0,12500000.0,0.0,0.0
1,"PHILIPPINES: PANAY, ILOILO CITY, ANTIQUE",10.5,122.0,33.0,8.3,1948-01-24,172.0,0.0,0.0,2500003.5,1000.0,3.0
1,GREECE: DODECANESE ISLANDS,35.5,27.0,30.0,7.1,1948-02-09,0.0,0.0,0.0,0.0,0.0,0.0
1,GREECE: VASILIKI (LEUKAS),38.532,20.425,15.0,6.5,1948-04-22,52.0,0.0,95.0,12500000.0,1244.0,2026.0
0.0,"PERU: AREQUIPA,MOQUEGUA,TACNA,TORATA,QUELLAVECO",-17.4,-71.0,60.0,7.1,1948-05-11,51.0,0.0,0.0,2500000.0,0.0,0.0
0.0,CHINA: SICHUAN PROVINCE,29.5,100.5,18.0,7.3,1948-05-25,1800.0,0.0,1200.0,12500000.0,1600.0,0.0
0.0,PERU: CANETE,-13.1,-76.2,55.0,6.8,1948-05-28,54.0,0.0,0.0,2500000.0,0.0,0.0
0.0,GREECE: TSOUKALADES-KALAMITSI (LEUKAS),38.5,20.5,33.0,6.4,1948-06-30,56.0,0.0,0.0,2500000.0,0.0,0.0
0.0,TURKMENISTAN: ASHKHABAD,37.95,58.32,18.0,7.3,1948-10-05,115000.0,0.0,5000.0,27500025.0,5000.0,0.0
1,CHILE: ANTOFAGASTA,-22.5,-69.0,100.0,7.0,1948-12-26,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"AFGHANISTAN: HINDU-KUSH, WEST PUNJAB",36.0,70.5,230.0,7.5,1949-03-04,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,TAJIKISTAN,39.2,70.8,16.0,7.4,1949-07-10,8500.0,0.0,0.0,27500000.0,5000.0,0.0
0.0,ECUADOR: PELILEO,-1.4,-78.5,10.0,6.7,1949-08-04,0.0,0.0,0.0,0.0,0.0,0.0
1,CHILE: SOUTHERN,-53.5,-71.5,33.0,7.0,1950-01-30,50.0,0.0,0.0,0.0,0.0,0.0
0.0,RUSSIA: SEA OF OKHOTSK,46.0,144.0,340.0,7.9,1950-02-28,0.0,0.0,0.0,0.0,0.0,0.0
0.0,ECUADOR,-1.5,-78.2,60.0,6.8,1950-08-05,0.0,0.0,0.0,0.0,0.0,0.0
1,INDIA-CHINA,28.5,96.5,33.0,8.6,1950-08-15,6530.0,0.0,0.0,12500020.0,0.0,0.0
0.0,CHILE-ARGENTINA,-23.5,-67.5,100.0,8.0,1950-12-09,51.0,0.0,100.0,0.0,0.0,0.0
0.0,TONGA ISLANDS,-19.5,-176.0,200.0,7.7,1950-12-14,0.0,0.0,0.0,0.0,0.0,0.0
1,MEXICO: ACAPULCO,16.48,-98.22,50.0,7.5,1950-12-14,0.0,0.0,0.0,12500000.0,0.0,0.0
1,JAPAN: HOKKAIDO,42.15,143.85,45.0,8.1,1952-03-04,83.0,0.0,1000.0,12500000.0,1000.0,0.0
0.0,CALIFORNIA: KERN COUNTY,35.0,-119.01700000000001,16.0,7.7,1952-07-21,62.0,0.0,1000.0,27500060.0,1000.0,100.0
0.0,CALIFORNIA: KERN COUNTY,35.333,-118.917,16.0,5.8,1952-08-22,52.0,0.0,100.0,12500010.0,190.0,0.0
1,RUSSIA: KAMCHATKA PENINSULA,52.755,160.05700000000002,22.0,9.0,1952-11-04,50.0,0.0,0.0,0.0,0.0,0.0
1,"CHILE: CHILLAN, CONCEPCION",-36.5,-72.5,60.0,7.6,1953-05-06,59.0,0.0,76.0,27500500.0,0.0,0.0
0.0,GREECE: ASPROGERAKAS (KEPHALLENIA),38.1,20.6,33.0,6.8,1953-08-11,0.0,0.0,0.0,0.0,0.0,0.0
1,OFF COAST OF PERU,-3.4,-80.6,30.0,7.4,1953-12-12,56.0,0.0,70.0,2500000.0,1200.0,0.0
0.0,AUSTRALIA: ADELAIDE: S,-34.9,138.7,4.0,5.4,1954-02-28,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"PHILIPPINES: MINDANAO: LANAO,OZAMIZ,COTABATO",8.1,123.2,96.0,7.6,1955-03-31,1400.0,0.0,0.0,2500005.0,0.0,0.0
1,GREECE: DRAKIA-AGRIA (MAGNESIA),39.4,23.1,33.0,6.2,1955-04-19,58.0,0.0,1149.0,27500000.0,1459.0,8356.0
1,CHILE,-30.0,-72.0,30.0,7.1,1955-04-19,0.0,0.0,0.0,0.0,0.0,0.0
1,CHINA: YUNNAN PROVINCE,26.6,101.8,10.0,6.8,1955-09-23,50.0,0.0,0.0,12500000.0,20000.0,0.0
0.0,"BALKANS NW: SLOVENIA: ILIRSKA BISTRICA,KOSEZE",45.5,14.3,7.0,4.5,1956-01-31,0.0,0.0,0.0,2500000.0,0.0,0.0
1,GREECE: DODECANESE,36.9,26.0,20.0,7.8,1956-07-09,153.0,0.0,0.0,12500000.0,0.0,0.0
0.0,RUSSIA: KURIL ISLANDS,46.0,150.5,110.0,7.6,1956-10-11,0.0,0.0,0.0,0.0,0.0,0.0
0.0,"TURKEY: FETHIYE (LYCIA, ASIA MINOR)",36.4,28.7,18.0,7.1,1957-04-25,68.0,0.0,0.0,0.0,0.0,0.0
0.0,RUSSIA: CHITA,56.2,116.4,15.0,7.6,1957-06-27,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"IRAN: HAZANDERAN, ABEGARM",36.1,52.7,14.0,6.6,1957-07-02,6100.0,0.0,0.0,12500000.0,0.0,0.0
1,"MEXICO: ACAPULCO,MEXICO CITY",16.5,-99.1,25.0,7.9,1957-07-28,165.0,0.0,1000.0,27500025.0,1000.0,0.0
1,CHILE: ANTOFAGASTA,-23.5,-71.5,33.0,7.0,1957-07-29,0.0,0.0,0.0,0.0,0.0,0.0
0.0,MONGOLIA,45.5,99.5,33.0,8.1,1957-12-04,80.0,0.0,0.0,2500000.0,0.0,0.0
0.0,PERU: AREQUIPA,-16.5,-72.0,60.0,7.3,1958-01-15,78.0,0.0,0.0,2500000.0,0.0,0.0
1,COLOMBIA-ECUADOR,1.5,-79.5,60.0,7.6,1958-01-19,1111.0,0.0,96.0,2500000.0,100.0,0.0
1,ALASKA: LITUYA BAY,58.37,-136.665,35.0,7.8,1958-07-10,0.0,0.0,0.0,500000.0,50.0,0.0
0.0,INDONESIA: JAVA: MALANG,-9.5,112.5,100.0,6.7,1958-10-20,58.0,0.0,6856.0,2500000.0,195.0,209.0
1,RUSSIA: KURIL ISLANDS: S,44.53,148.54,40.0,8.3,1958-11-06,0.0,0.0,0.0,2500000.0,0.0,0.0
1,PERU-ECUADOR,-4.0,-81.5,19.0,7.4,1959-02-07,0.0,0.0,0.0,500000.0,0.0,50.0
1,RUSSIA: NEAR EAST COAST OF KAMCHATKA,52.5,159.5,60.0,8.2,1959-05-04,51.0,0.0,63.0,2500000.0,100.0,0.0
0.0,RUSSIA: NEAR KAMCHATKA,53.9,160.5,15.0,7.0,1959-06-18,0.0,0.0,0.0,0.0,0.0,0.0
1,MONTANA: HEBGEN LAKE,44.711999999999996,-111.215,5.0,7.7,1959-08-18,78.0,0.0,0.0,12500011.0,0.0,0.0
0.0,ALBANIA,40.9,19.8,11.0,6.1,1959-09-01,52.0,0.0,0.0,12500000.0,0.0,0.0
1,"PERU: AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",-15.75,-72.75,160.0,7.8,1960-01-13,163.0,0.0,1200.0,12500000.0,1000.0,0.0
1,MOROCCO: AGADIR,30.45,-9.62,33.0,5.9,1960-02-29,18100.0,0.0,30000.0,27500120.0,1000.0,0.0
1,"CHILE: PUERTO MONTT, VALDIVIA",-38.143,-73.407,33.0,9.5,1960-05-22,7000.0,0.0,8000.0,27501000.0,63622.0,0.0
0.0,INDONESIA: FLORES: ENDEH,-8.2,122.0,74.0,6.5,1961-03-16,52.0,0.0,56.0,2500000.0,0.0,0.0
0.0,ETHIOPIA: KARAKORE,10.4,39.9,33.0,6.5,1961-06-01,80.0,0.0,1000.0,2500000.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE,24.97,98.63,33.0,5.8,1961-06-11,0.0,0.0,0.0,12500000.0,10740.0,0.0
0.0,CHINA: YUNNAN PROVINCE,27.73,99.75,25.0,6.0,1961-06-27,0.0,0.0,0.0,12500000.0,16400.0,0.0
0.0,BALKANS NW: CROATIA,43.3,17.1,33.0,5.9,1962-01-07,54.0,0.0,0.0,2500000.0,0.0,0.0
1,BALKANS NW: CROATIA,43.3,17.1,33.0,6.1,1962-01-11,51.0,0.0,0.0,2500000.0,7290.0,0.0
0.0,CHINA: GUANGDONG PROVINCE,23.72,114.67,25.0,6.1,1962-03-18,51.0,0.0,52.0,12500000.0,6200.0,0.0
1,MEXICO: S,17.2,-99.6,40.0,7.0,1962-05-11,54.0,0.0,1000.0,2500000.0,100.0,0.0
0.0,CHINA: YUNNAN PROVINCE,25.2,101.2,18.0,6.2,1962-06-24,0.0,0.0,0.0,12500000.0,7550.0,0.0
0.0,IRAN: BUYIN-ZARA,35.63,49.87,27.0,7.2,1962-09-01,17225.0,0.0,7776.0,27500030.0,26310.0,0.0
0.0,"IRAN: TORBAT HEYDARIYEH, AKHMEDABAD",35.1,58.7,8.0,5.0,1962-10-05,56.0,0.0,0.0,2500000.0,0.0,0.0
0.0,"IRAN: KHENDODZHAN, DAKHNE-UDZHAK",36.9,57.8,3.0,4.5,1963-01-31,54.0,0.0,0.0,2500000.0,0.0,0.0
0.0,BALKANS NW: SLOVENIA: LJUBLJANA,46.1,14.8,13.0,4.9,1963-05-19,0.0,0.0,0.0,2500000.0,0.0,0.0
0.0,BALKANS NW: MACEDONIA: SKOPJE,42.1,21.3,5.0,6.0,1963-07-26,6070.0,0.0,8300.0,27501000.0,5000.0,0.0
1,RUSSIA: KURIL ISLANDS,44.77,149.798,13.0,8.5,1963-10-13,0.0,0.0,0.0,500000.0,0.0,0.0
0.0,CHINA: YUNNAN PROVINCE,26.1,101.0,15.0,5.4,1964-02-13,0.0,0.0,0.0,500000.0,0.0,0.0
1,ALASKA,61.016999999999996,-147.648,33.0,9.2,1964-03-28,65.0,0.0,0.0,27500284.0,1000.0,0.0
1,INDONESIA: BANDA ACEH,5.9,95.7,130.0,7.0,1964-04-02,0.0,0.0,0.0,12500000.0,1000.0,0.0
0.0,BALKANS NW: CROATIA,45.3,18.1,32.0,6.0,1964-04-13,53.0,0.0,0.0,12500000.0,0.0,0.0
1,JAPAN: HONSHU: W COAST,38.65,139.2,40.0,7.5,1964-06-16,76.0,0.0,1450.0,27500080.0,7250.0,2254.0
