Date,Close
7/12/50,16.870001
7/13/50,16.690001
7/14/50,16.870001
7/17/50,16.68
7/18/50,17.059999
7/19/50,17.360001
7/20/50,17.610001
7/21/50,17.59
7/24/50,17.48
7/25/50,17.23
7/26/50,17.27
7/27/50,17.5
7/28/50,17.690001
7/31/50,17.84
8/1/50,18.02
8/2/50,17.950001
8/3/50,17.99
8/4/50,18.139999
8/7/50,18.41
8/8/50,18.459999
8/9/50,18.610001
8/10/50,18.48
8/11/50,18.280001
8/14/50,18.290001
8/15/50,18.32
8/16/50,18.34
8/17/50,18.540001
8/18/50,18.68
8/21/50,18.700001
8/22/50,18.68
8/23/50,18.82
8/24/50,18.790001
8/25/50,18.540001
8/28/50,18.530001
8/29/50,18.540001
8/30/50,18.43
8/31/50,18.42
9/1/50,18.549999
9/5/50,18.68
9/6/50,18.540001
9/7/50,18.59
9/8/50,18.75
9/11/50,18.610001
9/12/50,18.870001
9/13/50,19.09
9/14/50,19.18
9/15/50,19.290001
9/18/50,19.370001
9/19/50,19.309999
9/20/50,19.209999
9/21/50,19.370001
9/22/50,19.440001
9/25/50,19.42
9/26/50,19.139999
9/27/50,19.41
9/28/50,19.42
9/29/50,19.450001
10/2/50,19.690001
10/3/50,19.66
10/4/50,20
10/5/50,19.889999
10/6/50,20.120001
10/9/50,20
10/10/50,19.780001
10/11/50,19.860001
10/13/50,19.85
10/16/50,19.709999
10/17/50,19.889999
10/18/50,20.01
10/19/50,20.02
10/20/50,19.959999
10/23/50,19.959999
10/24/50,20.08
10/25/50,20.049999
10/26/50,19.610001
10/27/50,19.77
10/30/50,19.610001
10/31/50,19.530001
11/1/50,19.559999
11/2/50,19.73
11/3/50,19.85
11/6/50,19.360001
11/8/50,19.559999
11/9/50,19.790001
11/10/50,19.940001
11/13/50,20.01
11/14/50,19.860001
11/15/50,19.82
11/16/50,19.719999
11/17/50,19.860001
11/20/50,19.93
11/21/50,19.879999
11/22/50,20.16
11/24/50,20.32
11/27/50,20.18
11/28/50,19.559999
11/29/50,19.370001
11/30/50,19.51
12/1/50,19.66
12/4/50,19
12/5/50,19.309999
12/6/50,19.450001
12/7/50,19.4
12/8/50,19.4
12/11/50,19.719999
12/12/50,19.68
12/13/50,19.67
12/14/50,19.43
12/15/50,19.33
12/18/50,19.85
12/19/50,19.959999
12/20/50,19.969999
12/21/50,19.98
12/22/50,20.07
12/26/50,19.92
12/27/50,20.299999
12/28/50,20.379999
12/29/50,20.43
1/2/51,20.77
1/3/51,20.690001
1/4/51,20.870001
1/5/51,20.870001
1/8/51,21
1/9/51,21.120001
1/10/51,20.85
1/11/51,21.190001
1/12/51,21.110001
1/15/51,21.299999
1/16/51,21.459999
1/17/51,21.549999
1/18/51,21.4
1/19/51,21.360001
1/22/51,21.18
1/23/51,21.26
1/24/51,21.16
1/25/51,21.030001
1/26/51,21.26
1/29/51,21.67
1/30/51,21.74
1/31/51,21.66
2/1/51,21.77
2/2/51,21.959999
2/5/51,22.200001
2/6/51,22.120001
2/7/51,21.99
2/8/51,22.09
2/9/51,22.17
2/13/51,22.18
2/14/51,22.120001
2/15/51,22
2/16/51,22.129999
2/19/51,21.83
2/20/51,21.790001
2/21/51,21.860001
2/23/51,21.92
2/26/51,21.93
2/27/51,21.76
2/28/51,21.799999
3/1/51,21.85
3/2/51,21.93
3/5/51,21.790001
3/6/51,21.790001
3/7/51,21.860001
3/8/51,21.950001
3/9/51,21.950001
3/12/51,21.700001
3/13/51,21.41
3/14/51,21.25
3/15/51,21.290001
3/16/51,21.639999
3/19/51,21.559999
3/20/51,21.52
3/21/51,21.639999
3/22/51,21.73
3/26/51,21.530001
3/27/51,21.51
3/28/51,21.26
3/29/51,21.33
3/30/51,21.48
4/2/51,21.32
4/3/51,21.26
4/4/51,21.4
4/5/51,21.690001
4/6/51,21.719999
4/9/51,21.68
4/10/51,21.65
4/11/51,21.639999
4/12/51,21.83
4/13/51,22.09
4/16/51,22.040001
4/17/51,22.09
4/18/51,22.129999
4/19/51,22.040001
4/20/51,22.040001
4/23/51,22.049999
4/24/51,21.959999
4/25/51,21.969999
4/26/51,22.16
4/27/51,22.389999
4/30/51,22.43
5/1/51,22.530001
5/2/51,22.620001
5/3/51,22.809999
5/4/51,22.77
5/7/51,22.629999
5/8/51,22.610001
5/9/51,22.639999
5/10/51,22.51
5/11/51,22.33
5/14/51,22.18
5/15/51,21.76
5/16/51,21.690001
5/17/51,21.91
5/18/51,21.51
5/21/51,21.459999
5/22/51,21.360001
5/23/51,21.16
5/24/51,21.049999
5/25/51,21.030001
5/28/51,21.209999
5/29/51,21.35
5/31/51,21.52
6/1/51,21.48
6/4/51,21.24
6/5/51,21.33
6/6/51,21.48
6/7/51,21.559999
6/8/51,21.49
6/11/51,21.610001
6/12/51,21.52
6/13/51,21.549999
6/14/51,21.84
6/15/51,22.040001
6/18/51,22.049999
6/19/51,22.02
6/20/51,21.91
6/21/51,21.780001
6/22/51,21.549999
6/25/51,21.290001
6/26/51,21.299999
6/27/51,21.370001
6/28/51,21.1
6/29/51,20.959999
7/2/51,21.1
7/3/51,21.23
7/5/51,21.639999
7/6/51,21.639999
7/9/51,21.73
7/10/51,21.629999
7/11/51,21.68
7/12/51,21.799999
7/13/51,21.98
7/16/51,21.73
7/17/51,21.92
7/18/51,21.879999
7/19/51,21.84
7/20/51,21.879999
7/23/51,22.1
7/24/51,22.440001
7/25/51,22.32
7/26/51,22.469999
7/27/51,22.530001
7/30/51,22.629999
7/31/51,22.4
8/1/51,22.51
8/2/51,22.82
8/3/51,22.85
8/6/51,23.01
8/7/51,23.030001
8/8/51,22.93
8/9/51,22.84
8/10/51,22.790001
8/13/51,22.799999
8/14/51,22.700001
8/15/51,22.790001
8/16/51,22.870001
8/17/51,22.940001
8/20/51,22.93
8/21/51,22.83
8/22/51,22.75
8/23/51,22.9
8/24/51,22.879999
8/27/51,22.85
8/28/51,22.9
8/29/51,23.08
8/30/51,23.24
8/31/51,23.280001
9/4/51,23.280001
9/5/51,23.42
9/6/51,23.469999
9/7/51,23.530001
9/10/51,23.620001
9/11/51,23.5
9/12/51,23.6
9/13/51,23.709999
9/14/51,23.690001
9/17/51,23.620001
9/18/51,23.59
9/19/51,23.59
9/20/51,23.57
9/21/51,23.4
9/24/51,23.299999
9/25/51,23.379999
9/26/51,23.4
9/27/51,23.27
9/28/51,23.26
10/1/51,23.469999
10/2/51,23.639999
10/3/51,23.790001
10/4/51,23.719999
10/5/51,23.780001
10/8/51,23.75
10/9/51,23.65
10/10/51,23.610001
10/11/51,23.700001
10/15/51,23.85
10/16/51,23.77
10/17/51,23.690001
10/18/51,23.67
10/19/51,23.32
10/22/51,22.75
10/23/51,22.84
10/24/51,23.030001
10/25/51,22.959999
10/26/51,22.809999
10/29/51,22.690001
10/30/51,22.66
10/31/51,22.940001
11/1/51,23.1
11/2/51,22.93
11/5/51,22.82
11/7/51,22.49
11/8/51,22.469999
11/9/51,22.75
11/13/51,22.790001
11/14/51,22.85
11/15/51,22.84
11/16/51,22.82
11/19/51,22.73
11/20/51,22.68
11/21/51,22.639999
11/23/51,22.4
11/26/51,22.43
11/27/51,22.66
11/28/51,22.610001
11/29/51,22.67
11/30/51,22.879999
12/3/51,23.01
12/4/51,23.139999
12/5/51,23.07
12/6/51,23.34
12/7/51,23.379999
12/10/51,23.42
12/11/51,23.299999
12/12/51,23.370001
12/13/51,23.389999
12/14/51,23.370001
12/17/51,23.41
12/18/51,23.49
12/19/51,23.57
12/20/51,23.57
12/21/51,23.51
12/24/51,23.540001
12/26/51,23.440001
12/27/51,23.65
12/28/51,23.690001
12/31/51,23.77
1/2/52,23.799999
1/3/52,23.879999
1/4/52,23.92
1/7/52,23.91
1/8/52,23.82
1/9/52,23.74
1/10/52,23.860001
1/11/52,23.98
1/14/52,24.16
1/15/52,24.059999
1/16/52,24.09
1/17/52,24.200001
1/18/52,24.25
1/21/52,24.459999
1/22/52,24.66
1/23/52,24.540001
1/24/52,24.559999
1/25/52,24.549999
1/28/52,24.610001
1/29/52,24.57
1/30/52,24.23
1/31/52,24.139999
2/1/52,24.299999
2/4/52,24.120001
2/5/52,24.110001
2/6/52,24.18
2/7/52,24.110001
2/8/52,24.24
2/11/52,24.110001
2/13/52,23.92
2/14/52,23.870001
2/15/52,23.860001
2/18/52,23.74
2/19/52,23.360001
2/20/52,23.09
2/21/52,23.16
2/25/52,23.23
2/26/52,23.15
2/27/52,23.18
2/28/52,23.290001
2/29/52,23.26
3/3/52,23.290001
3/4/52,23.68
3/5/52,23.709999
3/6/52,23.690001
3/7/52,23.719999
3/10/52,23.6
3/11/52,23.620001
3/12/52,23.73
3/13/52,23.75
3/14/52,23.75
3/17/52,23.92
3/18/52,23.870001
3/19/52,23.82
3/20/52,23.889999
3/21/52,23.93
3/24/52,23.93
3/25/52,23.790001
3/26/52,23.780001
3/27/52,23.99
3/28/52,24.18
3/31/52,24.370001
4/1/52,24.18
4/2/52,24.120001
4/3/52,24.120001
4/4/52,24.02
4/7/52,23.799999
4/8/52,23.91
4/9/52,23.940001
4/10/52,24.110001
4/14/52,23.950001
4/15/52,23.65
4/16/52,23.58
4/17/52,23.41
4/18/52,23.5
4/21/52,23.690001
4/22/52,23.58
4/23/52,23.48
4/24/52,23.43
4/25/52,23.540001
4/28/52,23.549999
4/29/52,23.49
4/30/52,23.32
5/1/52,23.17
5/2/52,23.559999
5/5/52,23.66
5/6/52,23.67
5/7/52,23.809999
5/8/52,23.860001
5/9/52,23.84
5/12/52,23.75
5/13/52,23.780001
5/14/52,23.68
5/15/52,23.6
5/16/52,23.559999
5/19/52,23.610001
5/20/52,23.74
5/21/52,23.780001
5/22/52,23.91
5/23/52,23.889999
5/26/52,23.940001
5/27/52,23.879999
5/28/52,23.84
5/29/52,23.860001
6/2/52,23.799999
6/3/52,23.780001
6/4/52,23.950001
6/5/52,24.1
6/6/52,24.26
6/9/52,24.370001
6/10/52,24.23
6/11/52,24.309999
6/12/52,24.309999
6/13/52,24.370001
6/16/52,24.299999
6/17/52,24.33
6/18/52,24.43
6/19/52,24.51
6/20/52,24.59
6/23/52,24.559999
6/24/52,24.6
6/25/52,24.66
6/26/52,24.75
6/27/52,24.83
6/30/52,24.959999
7/1/52,25.120001
7/2/52,25.059999
7/3/52,25.049999
7/7/52,24.969999
7/8/52,24.959999
7/9/52,24.860001
7/10/52,24.809999
7/11/52,24.98
7/14/52,25.030001
7/15/52,25.16
7/16/52,25.16
7/17/52,25.049999
7/18/52,24.85
7/21/52,24.950001
7/22/52,25
7/23/52,25.110001
7/24/52,25.24
7/25/52,25.16
7/28/52,25.200001
7/29/52,25.26
7/30/52,25.370001
7/31/52,25.4
8/1/52,25.450001
8/4/52,25.43
8/5/52,25.459999
8/6/52,25.440001
8/7/52,25.52
8/8/52,25.549999
8/11/52,25.52
8/12/52,25.309999
8/13/52,25.280001
8/14/52,25.280001
8/15/52,25.200001
8/18/52,24.940001
8/19/52,24.889999
8/20/52,24.950001
8/21/52,24.98
8/22/52,24.99
8/25/52,24.870001
8/26/52,24.83
8/27/52,24.940001
8/28/52,24.969999
8/29/52,25.030001
9/2/52,25.15
9/3/52,25.25
9/4/52,25.24
9/5/52,25.209999
9/8/52,25.110001
9/9/52,24.860001
9/10/52,24.690001
9/11/52,24.719999
9/12/52,24.709999
9/15/52,24.450001
9/16/52,24.530001
9/17/52,24.58
9/18/52,24.51
9/19/52,24.57
9/22/52,24.59
9/23/52,24.700001
9/24/52,24.790001
9/25/52,24.809999
9/26/52,24.73
9/29/52,24.68
9/30/52,24.540001
10/1/52,24.48
10/2/52,24.52
10/3/52,24.5
10/6/52,24.440001
10/7/52,24.4
10/8/52,24.58
10/9/52,24.57
10/10/52,24.549999
10/14/52,24.48
10/15/52,24.059999
10/16/52,23.91
10/17/52,24.200001
10/20/52,24.129999
10/21/52,24.07
10/22/52,23.799999
10/23/52,23.870001
10/24/52,24.030001
10/27/52,24.09
10/28/52,24.129999
10/29/52,24.15
10/30/52,24.15
10/31/52,24.52
11/3/52,24.6
11/5/52,24.67
11/6/52,24.77
11/7/52,24.780001
11/10/52,24.77
11/12/52,24.65
11/13/52,24.709999
11/14/52,24.75
11/17/52,24.799999
11/18/52,25.16
11/19/52,25.33
11/20/52,25.280001
11/21/52,25.27
11/24/52,25.42
11/25/52,25.360001
11/26/52,25.52
11/28/52,25.66
12/1/52,25.68
12/2/52,25.74
12/3/52,25.709999
12/4/52,25.610001
12/5/52,25.620001
12/8/52,25.76
12/9/52,25.93
12/10/52,25.98
12/11/52,25.959999
12/12/52,26.040001
12/15/52,26.040001
12/16/52,26.07
12/17/52,26.040001
12/18/52,26.030001
12/19/52,26.15
12/22/52,26.299999
12/23/52,26.190001
12/24/52,26.209999
12/26/52,26.25
12/29/52,26.4
12/30/52,26.59
12/31/52,26.57
1/2/53,26.540001
1/5/53,26.66
1/6/53,26.48
1/7/53,26.370001
1/8/53,26.33
1/9/53,26.08
1/12/53,25.860001
1/13/53,26.02
1/14/53,26.08
1/15/53,26.129999
1/16/53,26.02
1/19/53,26.01
1/20/53,26.139999
1/21/53,26.09
1/22/53,26.120001
1/23/53,26.07
1/26/53,26.02
1/27/53,26.049999
1/28/53,26.129999
1/29/53,26.200001
1/30/53,26.379999
2/2/53,26.51
2/3/53,26.540001
2/4/53,26.42
2/5/53,26.15
2/6/53,26.51
2/9/53,25.690001
2/10/53,25.620001
2/11/53,25.639999
2/13/53,25.74
2/16/53,25.65
2/17/53,25.5
2/18/53,25.48
2/19/53,25.57
2/20/53,25.629999
2/24/53,25.75
2/25/53,25.91
2/26/53,25.950001
2/27/53,25.9
3/2/53,25.93
3/3/53,26
3/4/53,25.780001
3/5/53,25.790001
3/6/53,25.84
3/9/53,25.83
3/10/53,25.91
3/11/53,26.120001
3/12/53,26.129999
3/13/53,26.18
3/16/53,26.219999
3/17/53,26.33
3/18/53,26.24
3/19/53,26.219999
3/20/53,26.18
3/23/53,26.02
3/24/53,26.17
3/25/53,26.1
3/26/53,25.950001
3/27/53,25.99
3/30/53,25.610001
3/31/53,25.290001
4/1/53,25.25
4/2/53,25.23
4/6/53,24.610001
4/7/53,24.709999
4/8/53,24.93
4/9/53,24.879999
4/10/53,24.82
4/13/53,24.77
4/14/53,24.860001
4/15/53,24.959999
4/16/53,24.91
4/17/53,24.620001
4/20/53,24.73
4/21/53,24.67
4/22/53,24.459999
4/23/53,24.190001
4/24/53,24.200001
4/27/53,24.34
4/28/53,24.52
4/29/53,24.68
4/30/53,24.620001
5/1/53,24.73
5/4/53,25
5/5/53,25.030001
5/6/53,25
5/7/53,24.9
5/8/53,24.9
5/11/53,24.91
5/12/53,24.74
5/13/53,24.709999
5/14/53,24.85
5/15/53,24.84
5/18/53,24.75
5/19/53,24.700001
5/20/53,24.93
5/21/53,25.059999
5/22/53,25.030001
5/25/53,24.99
5/26/53,24.870001
5/27/53,24.639999
5/28/53,24.459999
5/29/53,24.540001
6/1/53,24.15
6/2/53,24.219999
6/3/53,24.18
6/4/53,24.030001
6/5/53,24.09
6/8/53,24.01
6/9/53,23.6
6/10/53,23.540001
6/11/53,23.75
6/12/53,23.82
6/15/53,23.620001
6/16/53,23.549999
6/17/53,23.85
6/18/53,23.84
6/19/53,23.84
6/22/53,23.959999
6/23/53,24.120001
6/24/53,24.09
6/25/53,24.190001
6/26/53,24.209999
6/29/53,24.139999
6/30/53,24.139999
7/1/53,24.24
7/2/53,24.309999
7/3/53,24.360001
7/6/53,24.379999
7/7/53,24.51
7/8/53,24.5
7/9/53,24.43
7/10/53,24.41
7/13/53,24.17
7/14/53,24.08
7/15/53,24.15
7/16/53,24.18
7/17/53,24.35
7/20/53,24.219999
7/21/53,24.16
7/22/53,24.190001
7/23/53,24.23
7/24/53,24.23
7/27/53,24.07
7/28/53,24.110001
7/29/53,24.26
7/30/53,24.49
7/31/53,24.75
8/3/53,24.84
8/4/53,24.780001
8/5/53,24.68
8/6/53,24.799999
8/7/53,24.780001
8/10/53,24.75
8/11/53,24.719999
8/12/53,24.780001
8/13/53,24.73
8/14/53,24.620001
8/17/53,24.559999
8/18/53,24.459999
8/19/53,24.309999
8/20/53,24.290001
8/21/53,24.35
8/24/53,24.09
8/25/53,23.93
8/26/53,23.860001
8/27/53,23.790001
8/28/53,23.74
8/31/53,23.32
9/1/53,23.42
9/2/53,23.559999
9/3/53,23.51
9/4/53,23.57
9/8/53,23.610001
9/9/53,23.65
9/10/53,23.41
9/11/53,23.139999
9/14/53,22.709999
9/15/53,22.9
9/16/53,23.01
9/17/53,23.07
9/18/53,22.950001
9/21/53,22.879999
9/22/53,23.200001
9/23/53,23.23
9/24/53,23.24
9/25/53,23.299999
9/28/53,23.450001
9/29/53,23.49
9/30/53,23.35
10/1/53,23.49
10/2/53,23.59
10/5/53,23.48
10/6/53,23.389999
10/7/53,23.58
10/8/53,23.620001
10/9/53,23.66
10/13/53,23.57
10/14/53,23.68
10/15/53,23.950001
10/16/53,24.139999
10/19/53,24.16
10/20/53,24.17
10/21/53,24.190001
10/22/53,24.299999
10/23/53,24.35
10/26/53,24.309999
10/27/53,24.26
10/28/53,24.290001
10/29/53,24.58
10/30/53,24.540001
11/2/53,24.66
11/4/53,24.51
11/5/53,24.639999
11/6/53,24.610001
11/9/53,24.66
11/10/53,24.370001
11/12/53,24.459999
11/13/53,24.540001
11/16/53,24.379999
11/17/53,24.25
11/18/53,24.290001
11/19/53,24.4
11/20/53,24.440001
11/23/53,24.360001
11/24/53,24.5
11/25/53,24.52
11/27/53,24.66
11/30/53,24.76
12/1/53,24.780001
12/2/53,24.950001
12/3/53,24.969999
12/4/53,24.98
12/7/53,24.950001
12/8/53,24.870001
12/9/53,24.84
12/10/53,24.780001
12/11/53,24.76
12/14/53,24.690001
12/15/53,24.709999
12/16/53,24.959999
12/17/53,24.940001
12/18/53,24.99
12/21/53,24.950001
12/22/53,24.76
12/23/53,24.690001
12/24/53,24.799999
12/28/53,24.709999
12/29/53,24.549999
12/30/53,24.76
12/31/53,24.809999
1/4/54,24.950001
1/5/54,25.1
1/6/54,25.139999
1/7/54,25.059999
1/8/54,24.93
1/11/54,24.799999
1/12/54,24.93
1/13/54,25.07
1/14/54,25.190001
1/15/54,25.43
1/18/54,25.43
1/19/54,25.68
1/20/54,25.75
1/21/54,25.790001
1/22/54,25.85
1/25/54,25.93
1/26/54,26.09
1/27/54,26.01
1/28/54,26.02
1/29/54,26.08
2/1/54,25.99
2/2/54,25.92
2/3/54,26.01
2/4/54,26.200001
2/5/54,26.299999
2/8/54,26.23
2/9/54,26.17
2/10/54,26.139999
2/11/54,26.059999
2/12/54,26.120001
2/15/54,26.040001
2/16/54,25.809999
2/17/54,25.860001
2/18/54,25.860001
2/19/54,25.92
2/23/54,25.83
2/24/54,25.83
2/25/54,25.91
2/26/54,26.15
3/1/54,26.25
3/2/54,26.32
3/3/54,26.32
3/4/54,26.41
3/5/54,26.52
3/8/54,26.450001
3/9/54,26.51
3/10/54,26.57
3/11/54,26.690001
3/12/54,26.690001
3/15/54,26.57
3/16/54,26.559999
3/17/54,26.620001
3/18/54,26.73
3/19/54,26.809999
3/22/54,26.790001
3/23/54,26.6
3/24/54,26.469999
3/25/54,26.42
3/26/54,26.559999
3/29/54,26.66
3/30/54,26.690001
3/31/54,26.940001
4/1/54,27.17
4/2/54,27.209999
4/5/54,27.26
4/6/54,27.01
4/7/54,27.110001
4/8/54,27.379999
4/9/54,27.379999
4/12/54,27.57
4/13/54,27.639999
4/14/54,27.85
4/15/54,27.940001
4/19/54,27.76
4/20/54,27.75
4/21/54,27.639999
4/22/54,27.68
4/23/54,27.780001
4/26/54,27.879999
4/27/54,27.709999
4/28/54,27.76
4/29/54,28.18
4/30/54,28.26
5/3/54,28.209999
5/4/54,28.280001
5/5/54,28.290001
5/6/54,28.51
5/7/54,28.65
5/10/54,28.620001
5/11/54,28.49
5/12/54,28.719999
5/13/54,28.559999
5/14/54,28.799999
5/17/54,28.84
5/18/54,28.85
5/19/54,28.719999
5/20/54,28.82
5/21/54,28.99
5/24/54,29
5/25/54,28.93
5/26/54,29.17
5/27/54,29.049999
5/28/54,29.190001
6/1/54,29.190001
6/2/54,29.16
6/3/54,29.15
6/4/54,29.1
6/7/54,28.99
6/8/54,28.34
6/9/54,28.15
6/10/54,28.34
6/11/54,28.58
6/14/54,28.620001
6/15/54,28.83
6/16/54,29.040001
6/17/54,28.959999
6/18/54,29.040001
6/21/54,29.059999
6/22/54,29.08
6/23/54,29.129999
6/24/54,29.26
6/25/54,29.200001
6/28/54,29.280001
6/29/54,29.43
6/30/54,29.209999
7/1/54,29.209999
7/2/54,29.59
7/6/54,29.92
7/7/54,29.940001
7/8/54,29.940001
7/9/54,30.139999
7/12/54,30.120001
7/13/54,30.02
7/14/54,30.09
7/15/54,30.190001
7/16/54,30.059999
7/19/54,29.98
7/20/54,29.84
7/21/54,30.030001
7/22/54,30.27
7/23/54,30.309999
7/26/54,30.34
7/27/54,30.52
7/28/54,30.58
7/29/54,30.690001
7/30/54,30.879999
8/2/54,30.99
8/3/54,30.93
8/4/54,30.9
8/5/54,30.77
8/6/54,30.379999
8/9/54,30.120001
8/10/54,30.370001
8/11/54,30.719999
8/12/54,30.59
8/13/54,30.719999
8/16/54,31.049999
8/17/54,31.120001
8/18/54,31.09
8/19/54,31.16
8/20/54,31.209999
8/23/54,31
8/24/54,30.870001
8/25/54,30.65
8/26/54,30.57
8/27/54,30.66
8/30/54,30.35
8/31/54,29.83
9/1/54,30.040001
9/2/54,30.27
9/3/54,30.5
9/7/54,30.66
9/8/54,30.68
9/9/54,30.73
9/10/54,30.84
9/13/54,31.120001
9/14/54,31.280001
9/15/54,31.290001
9/16/54,31.459999
9/17/54,31.709999
9/20/54,31.57
9/21/54,31.790001
9/22/54,32
9/23/54,32.18
9/24/54,32.400002
9/27/54,32.529999
9/28/54,32.689999
9/29/54,32.5
9/30/54,32.310001
10/1/54,32.290001
10/4/54,32.470001
10/5/54,32.630001
10/6/54,32.759998
10/7/54,32.689999
10/8/54,32.669998
10/11/54,32.41
10/12/54,32.279999
10/13/54,32.27
10/14/54,31.879999
10/15/54,31.709999
10/18/54,31.83
10/19/54,31.91
10/20/54,32.169998
10/21/54,32.130001
10/22/54,32.130001
10/25/54,31.959999
10/26/54,31.940001
10/27/54,32.02
10/28/54,31.879999
10/29/54,31.68
11/1/54,31.790001
11/3/54,32.439999
11/4/54,32.82
11/5/54,32.709999
11/8/54,33.02
11/9/54,33.150002
11/10/54,33.18
11/11/54,33.470001
11/12/54,33.540001
11/15/54,33.470001
11/16/54,33.57
11/17/54,33.630001
11/18/54,33.439999
11/19/54,33.450001
11/22/54,33.580002
11/23/54,34.029999
11/24/54,34.220001
11/26/54,34.549999
11/29/54,34.540001
11/30/54,34.240002
12/1/54,33.990002
12/2/54,34.18
12/3/54,34.490002
12/6/54,34.759998
12/7/54,34.919998
12/8/54,34.860001
12/9/54,34.689999
12/10/54,34.560001
12/13/54,34.59
12/14/54,34.349998
12/15/54,34.560001
12/16/54,34.93
12/17/54,35.919998
12/20/54,35.330002
12/21/54,35.380001
12/22/54,35.34
12/23/54,35.369999
12/27/54,35.07
12/28/54,35.43
12/29/54,35.740002
12/30/54,35.740002
12/31/54,35.98
1/3/55,36.75
1/4/55,36.419998
1/5/55,35.52
1/6/55,35.040001
1/7/55,35.330002
1/10/55,35.790001
1/11/55,35.68
1/12/55,35.580002
1/13/55,35.43
1/14/55,35.279999
1/17/55,34.580002
1/18/55,34.799999
1/19/55,34.959999
1/20/55,35.130001
1/21/55,35.439999
1/24/55,35.52
1/25/55,35.509998
1/26/55,35.950001
1/27/55,35.990002
1/28/55,36.189999
1/31/55,36.630001
2/1/55,36.720001
2/2/55,36.610001
2/3/55,36.439999
2/4/55,36.959999
2/7/55,36.959999
2/8/55,36.459999
2/9/55,36.75
2/10/55,37.080002
2/11/55,37.150002
2/14/55,36.889999
2/15/55,36.889999
2/16/55,36.77
2/17/55,36.84
2/18/55,36.889999
2/21/55,36.849998
2/23/55,36.82
2/24/55,36.619999
2/25/55,36.57
2/28/55,36.759998
3/1/55,36.830002
3/2/55,37.150002
3/3/55,37.290001
3/4/55,37.52
3/7/55,37.279999
3/8/55,36.580002
3/9/55,36.220001
3/10/55,36.450001
3/11/55,35.82
3/14/55,34.959999
3/15/55,35.709999
3/16/55,35.98
3/17/55,36.119999
3/18/55,36.18
3/21/55,35.950001
3/22/55,36.169998
3/23/55,36.639999
3/24/55,36.93
3/25/55,36.959999
3/28/55,36.830002
3/29/55,36.849998
3/30/55,36.52
3/31/55,36.580002
4/1/55,36.950001
4/4/55,36.830002
4/5/55,36.98
4/6/55,37.169998
4/7/55,37.34
4/11/55,37.439999
4/12/55,37.66
4/13/55,37.709999
4/14/55,37.790001
4/15/55,37.959999
4/18/55,38.27
4/19/55,38.220001
4/20/55,38.279999
4/21/55,38.32
4/22/55,38.009998
4/25/55,38.110001
4/26/55,38.310001
4/27/55,38.110001
