,Date,Mag,Price_Day_0,Price_Day_7,Price_Day_14,Price_Day_30,Appr_Day_7,Appr_Day_14,Appr_Day_30
1110,1994-04-29,6.9,450.910004,447.82000700000003,444.14001500000006,456.5,-0.6852802050495164,-1.5014058104596748,1.2397143444171588
1111,1994-05-10,6.9,446.01000999999997,449.369995,454.80999800000006,457.85998499999994,0.7533429574820645,1.9730471968555368,2.656885436270808
1112,1994-06-02,7.8,457.64999400000005,457.85998499999994,461.92999299999997,446.369995,0.045884628592366715,0.9352122923877757,-2.46476546441297
1113,1994-06-06,6.8,458.880005,459.10000599999995,455.48001100000005,446.130005,0.04794303469377968,-0.7409331334887724,-2.778504153825574
1114,1994-06-09,8.2,457.85998499999994,461.92999299999997,449.630005,448.05999800000006,0.8889197862530027,-1.797488374093219,-2.1403894904683307
1115,1994-06-18,6.8,455.48001100000005,447.30999800000006,446.369995,455.22000099999997,-1.7937149386781723,-2.000091283918062,-0.057084832203554
1116,1994-07-13,7.2,448.73001100000005,451.60000599999995,452.57000700000003,461.94000199999994,0.6395816926984862,0.8557475332310646,2.943861715547233
1117,1994-07-13,6.7,448.73001100000005,451.60000599999995,452.57000700000003,461.94000199999994,0.6395816926984862,0.8557475332310646,2.943861715547233
1118,1994-07-21,7.3,452.60998499999994,454.23999000000003,458.39999400000005,462.32000700000003,0.3601345648616428,1.2792490647328765,2.1453397675263606
1119,1994-09-01,7.0,473.170013,473.14001500000006,474.80999800000006,461.73999000000003,-0.006339793134760829,0.3465952944909214,-2.41562708666408
1120,1994-09-16,6.8,471.19000199999994,459.670013,462.709991,468.959991,-2.444871272968978,-1.7997009622457854,-0.4732721387411641
1121,1994-10-04,8.3,454.589996,465.790009,467.660004,467.910004,2.4637614330606636,2.875120023538756,2.9301146345508293
1122,1994-10-08,6.8,459.040009,468.959991,460.829987,463.07000700000003,2.1610277547724612,0.3899394311836595,0.8779186826828497
1123,1994-10-09,7.3,459.040009,468.959991,460.829987,465.64999400000005,2.1610277547724612,0.3899394311836595,1.4399583631935777
1124,1994-10-16,6.7,468.959991,460.829987,472.35000599999995,465.02999900000003,-1.733624222967026,0.7228793639242347,-0.8380228751752876
1125,1994-10-27,6.7,465.85000599999995,467.910004,464.369995,454.160004,0.4422019906553494,-0.3177011872787083,-2.50939183201383
1126,1994-11-14,7.1,466.040009,458.299988,454.160004,454.97000099999997,-1.6608061219053003,-2.5491384367388044,-2.375334260196538
1127,1994-12-28,7.8,460.85998499999994,460.709991,461.660004,470.39001500000006,-0.032546544478131594,0.17359263681789974,2.0678796836744517
1128,1995-01-06,7.0,460.67999299999997,465.97000099999997,464.77999900000003,481.14001500000006,1.1483042633457712,0.889990028284138,4.441265588019599
1129,1995-01-16,6.9,469.380005,465.82000700000003,468.51000999999997,484.540009,-0.7584468793041047,-0.18534982119658402,3.229793310006892
1130,1995-01-27,6.8,470.39001500000006,478.64999400000005,481.459991,483.80999800000006,1.7559851902893784,2.3533611783829933,2.8529481009498046
1131,1995-02-05,7.1,481.14001500000006,481.64999400000005,482.72000099999997,482.119995,0.10599388620794448,0.3283838281461386,0.20367875658813264
1132,1995-02-13,6.7,481.64999400000005,482.72000099999997,483.80999800000006,491.880005,0.2221544717801696,0.44845926023202953,2.123951235842833
1133,1995-03-19,6.9,496.14001500000006,503.200012,501.85000599999995,505.369995,1.4229847999661853,1.1508829820952635,1.8603579072330931
1134,1995-04-07,7.4,506.420013,506.130005,508.48999000000003,523.960022,-0.05726629922897622,0.40874707690512446,3.4635299849415704
1135,1995-04-17,6.8,506.130005,512.8900150000001,514.26001,527.070007,1.3356271972059983,1.6063076521219055,4.137277338457745
1136,1995-04-21,6.9,508.48999000000003,514.710022,520.119995,523.650024,1.2232358792352915,2.287164984309717,2.9813829766835713
1137,1995-04-21,6.8,508.48999000000003,514.710022,520.119995,523.650024,1.2232358792352915,2.287164984309717,2.9813829766835713
1138,1995-04-21,7.2,508.48999000000003,514.710022,520.119995,523.650024,1.2232358792352915,2.287164984309717,2.9813829766835713
1139,1995-04-21,6.8,508.48999000000003,514.710022,520.119995,523.650024,1.2232358792352915,2.287164984309717,2.9813829766835713
1140,1995-04-23,6.8,512.8900150000001,514.26001,523.960022,528.590027,0.26711282339936043,2.1583588442445927,3.0610874731105655
1141,1995-04-28,6.9,514.710022,520.119995,525.549988,523.580017,1.051072015069494,2.106033598856174,1.7232994542313413
1142,1995-05-02,6.7,514.8599849999999,523.5599980000001,528.1900019999999,533.48999,1.689782320138965,2.589056712185547,3.6184604635763447
1143,1995-05-05,7.1,520.119995,525.549988,519.1900019999999,535.599976,1.0439885126892627,-0.1788035470545756,2.9762326287802012
1144,1995-05-14,6.9,527.73999,523.650024,523.580017,536.049988,-0.7749964144274918,-0.7882618484151706,1.5746386776563872
1145,1995-05-16,7.7,528.1900019999999,528.590027,523.580017,537.119995,0.07573505717361682,-0.8727891445396837,1.6906781586524773
1146,1995-05-18,6.8,519.580017,528.590027,533.48999,545.219971,1.7340947890996288,2.677157039317014,4.9347459796553315
1147,1995-05-23,6.8,528.590027,523.580017,535.549988,551.070007,-0.9478063800095051,1.3167030485802225,4.252819548561038
1148,1995-05-27,7.1,523.580017,535.599976,530.880005,544.130005,2.2957253160408473,1.3942449602693652,3.924899219368027
1149,1995-06-21,6.7,543.97998,544.72998,547.26001,553.619995,0.13787272097770953,0.6029688813180241,1.7721267977545907
1150,1995-06-24,6.8,544.130005,547.090027,557.1900019999999,556.630005,0.5439916881628281,2.400161152664234,2.2972451225144255
1151,1995-07-03,7.2,547.090027,557.1900019999999,562.719971,558.799988,1.846126688761587,2.8569235827068047,2.1404084194720703
1152,1995-07-11,6.8,554.780029,558.460022,561.099976,557.450012,0.6633247066649487,1.1391806967874751,0.48126876607521174
1153,1995-07-30,8.0,562.0599980000001,560.030029,559.73999,560.0,-0.3611658910478185,-0.412768745019287,-0.36650855910938956
1154,1995-08-14,6.7,559.73999,558.1099849999999,559.049988,578.77002,-0.2912075301248525,-0.12327187843056371,3.399798181294856
1155,1995-08-16,7.2,559.969971,557.1400150000001,560.919983,583.349976,-0.5053763856204934,0.16965409739802192,4.175224781830307
1156,1995-08-16,7.7,559.969971,557.1400150000001,560.919983,583.349976,-0.5053763856204934,0.16965409739802192,4.175224781830307
1157,1995-08-23,7.1,557.1400150000001,560.919983,570.169983,581.72998,0.6784592558838085,2.33872413561965,4.413605976587392
1158,1995-09-14,7.4,583.6099849999999,583.0,585.869995,583.030029,-0.10451928782540242,0.3872466301274951,-0.09937389950583603
1159,1995-10-03,7.0,582.340027,577.52002,586.780029,589.719971,-0.8276963245736015,0.7624414936533377,1.2672912143818724
1160,1995-10-06,6.8,582.48999,584.5,587.460022,588.460022,0.34507202432782846,0.8532390402107933,1.0249158101412088
1161,1995-10-09,8.0,578.369995,583.030029,585.0599980000001,591.710022,0.805718491672445,1.1566995276094927,2.3064866980175838
1162,1995-10-18,7.1,587.4400019999999,582.469971,584.219971,600.070007,-0.8460491255411561,-0.5481463620177417,2.1500076530368966
1163,1995-10-19,6.8,590.650024,576.719971,589.719971,596.849976,-2.3584275686070306,-0.1574626195223931,1.0496828490774663
1164,1995-10-21,7.2,585.0599980000001,583.25,588.460022,596.849976,-0.30936963835973347,0.5811410815339859,2.0151741770593423
1165,1995-11-01,6.7,584.219971,591.710022,593.960022,606.97998,1.282060075279418,1.6671889841985552,3.8957944147376584
1166,1995-11-08,6.9,591.710022,593.960022,598.400024,617.47998,0.3802538264258096,1.130621715242817,4.355166727258842
1167,1995-11-22,7.2,598.400024,607.6400150000001,620.179993,611.950012,1.5441160811183443,3.6397005558943523,2.2643695615894535
1168,1995-12-03,7.9,613.679993,619.52002,606.8099980000001,620.72998,0.9516404423502328,-1.1194751463895132,1.1488050906688085
1169,1995-12-25,7.1,614.299988,620.72998,618.460022,619.960022,1.0467185618763142,0.6771991016219906,0.9213794742903358
1170,1996-01-01,7.9,620.72998,618.460022,599.820007,636.02002,-0.36569169737862095,-3.3686101322188313,2.4632353024096068
1171,1996-02-07,7.2,649.929993,655.580017,648.099976,633.5,0.8693280908487063,-0.28157140302955647,-2.5279635002165484
1172,1996-02-16,6.7,647.97998,659.080017,644.369995,652.650024,1.7130215967474864,-0.5571136626782726,0.7207080687894208
1173,1996-02-17,8.2,640.650024,650.460022,650.8099980000001,652.650024,1.5312569472408153,1.5858852133594914,1.873097565044343
1174,1996-02-21,7.5,648.099976,644.75,652.0,650.619995,-0.5168918568205547,0.6017627132268295,0.38883183047673
1175,1996-02-25,7.1,650.460022,650.8099980000001,640.02002,652.969971,0.053804382769596766,-1.6050182404599704,0.38587290765119553
1176,1996-03-03,6.7,650.8099980000001,640.02002,652.650024,655.26001,-1.6579305839121448,0.28272860061377947,0.6837651562937269
1177,1996-03-16,6.7,652.650024,650.039978,653.72998,642.48999,-0.39991510059302643,0.1654724523537173,-1.5567354058658542
1178,1996-03-17,6.7,652.650024,650.039978,653.72998,645.0,-0.39991510059302643,0.1654724523537173,-1.1721479688477006
1179,1996-03-22,6.8,650.619995,645.5,644.23999,647.8900150000001,-0.7869409239413272,-0.9806038930604927,-0.4195966956103086
1180,1996-04-16,7.2,645.0,651.580017,654.169983,664.849976,1.0201576744186043,1.4217027906976747,3.077515658914724
1181,1996-04-29,7.2,654.159973,640.8099980000001,661.51001,667.929993,-2.0407813915572564,1.12358403194442,2.1049927492277076
1182,1996-06-02,7.0,667.679993,672.159973,665.159973,673.6099849999999,0.6709771218201036,-0.3774293114096548,0.8881488231144243
1183,1996-06-10,6.7,672.159973,665.159973,668.849976,656.0599980000001,-1.04141875166375,-0.492441849107261,-2.3952594094739363
1184,1996-06-10,7.9,672.159973,665.159973,668.849976,656.0599980000001,-1.04141875166375,-0.492441849107261,-2.3952594094739363
1185,1996-06-10,7.3,672.159973,665.159973,668.849976,656.0599980000001,-1.04141875166375,-0.492441849107261,-2.3952594094739363
1186,1996-06-11,7.1,670.969971,662.0599980000001,668.47998,645.669983,-1.327924256687774,-0.3711031950191452,-3.7706587617167724
1187,1996-06-17,7.9,665.159973,668.849976,675.880005,634.070007,0.5547542169979511,1.611647187916394,-4.674058461422182
1188,1996-06-21,6.7,666.840027,670.630005,657.4400019999999,633.77002,0.568348906266243,-1.4096371872410156,-4.959211454173839
1189,1996-07-15,6.8,629.799988,633.77002,630.909973,662.049988,0.6303639370663279,0.17624404908690655,5.120673327164306
1190,1996-07-22,7.0,633.77002,630.909973,660.22998,665.070007,-0.4512752117873939,4.175009729870136,4.938697952295059
1191,1996-08-02,6.9,662.48999,662.099976,665.210022,654.719971,-0.05887092724224628,0.4105770715116686,-1.1728507777151542
1192,1996-08-05,6.7,660.22998,665.77002,666.580017,655.6099849999999,0.8391076091394836,0.9617916775000195,-0.6997554094711085
1193,1996-08-05,7.4,660.22998,665.77002,666.580017,655.6099849999999,0.8391076091394836,0.9617916775000195,-0.6997554094711085
1194,1996-09-05,6.9,649.4400019999999,671.150024,683.0,703.340027,3.342883396948514,5.16752862414534,8.299461818491437
1195,1996-09-05,6.8,649.4400019999999,671.150024,683.0,703.340027,3.342883396948514,5.16752862414534,8.299461818491437
1196,1996-10-09,6.8,696.73999,704.409973,707.27002,730.820007,1.1008386356580453,1.5113284942923988,4.891353659777731
1197,1996-10-14,6.8,703.539978,709.849976,697.26001,731.130005,0.8968925998971377,-0.8926241857431524,3.9216004580765933
1198,1996-10-19,6.7,709.849976,697.26001,706.72998,737.02002,-1.7736094140545557,-0.4395289294198715,3.8275755326643943
