Year,Mo,Dy,Tsunami,Volcano,Name,Latitude,Longitude,Depth,Magnitude,Deaths/Num,Deaths/Scale,Missing/Num,Missing/Scale,Injuries/Num,Injuries/Scale,Damage/$Mill,Damage/ Scale,Houses Destroyed/ Num,Houses Destroyed/ Scale,Houses Damaged/ Num,Houses Damaged/ Scale
1995,5,13,Tsu,,"GREECE: GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",40.149,21.695,14,6.6,,,,,25,1,450,4,12000,4,,
1995,5,14,Tsu,,"INDONESIA: TIMOR, DILI, MALIANA, MAUBARA",-8.452,125.049,13,6.9,,,,,,,,,,,,
1995,5,16,Tsu,,NEW CALEDONIA: NOUMEA; VANUATU: PORT-VILA,-23.008,169.9,20,7.7,,,,,,,,,,,,
1995,5,27,Tsu,,"RUSSIA: SAKHALIN IS: NEFTEGORSK, OKHA, MOSKALVO",52.629,142.827,11,7.1,1989,4,,,750,3,300,4,,,,
1995,6,15,Tsu,,"GREECE: AIYION, ERATINI",38.401,22.283,14,6.5,26,1,,,60,2,660,4,,,,
1995,7,30,Tsu,,"CHILE: ANTOFAGASTA, CALAMA, MEJILLONES",-23.34,-70.294,46,8,3,1,,,58,2,1.66,2,115,3,,
1995,10,1,,,"TURKEY: DINAR, EVCILER",38.063,30.134,33,6.4,95,2,,,348,3,205.8,4,5100,4,,
1995,11,22,Tsu,,EGYPT: NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,28.826,34.799,10,7.2,12,1,,,,2,,2,,,,
1995,12,3,Tsu,,"RUSSIA: KURIL ISLANDS: ITURUP, MATUA, KUNASHIR",44.663,149.3,33,7.9,,,,,,,,,,,,
1996,1,1,Tsu,,"INDONESIA: SULAWESI: MINAHASSA PENINSULA, TOLITOLI",0.729,119.931,24,7.9,,,,,,,,1,,,,
1996,2,3,,,CHINA: YUNNAN PROVINCE: LIJIANG,27.291,100.276,11,6.6,322,3,,,17057,4,506,4,959000,4,959000,4
1996,2,21,Tsu,,"PERU: NORTHERN: CHIMBOTE, CALLAO",-9.593,-79.587,10,7.5,,,,,,,,,,,,
1996,3,28,,,"ECUADOR: COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",-1.036,-78.737,33,5.9,27,1,,,,,7,3,,,,
1996,5,3,,,"CHINA: NEI MONGOL: BAOTOU, BEIJING, HOHHOT",40.774,109.661,26,6,23,1,,,330,3,,4,,,,
1996,6,10,Tsu,,ALASKA: ANDREANOF ISLANDS,51.564,-177.632,33,7.9,,,,,,,,,,,,
1996,9,5,,,"BALKANS NW: CROATIA: STON, SLANO",42.803,17.936,10,6,,,,,,2,,3,,,,
1996,11,12,Tsu,,"PERU: CHINCHA ALTA, ACARI, NAZCA, MARCONA",-14.993,-75.675,33,7.7,14,1,,,560,3,,4,,,4000,4
1997,1,9,,,"KYRGYZSTAN: DZHERGETAL, KOSHTEBE, KAZARMAN",41.026,74.284,22,5.8,,,,,,,,1,,,,
1997,1,12,,,"ALBANIA: BERAT, URA VAJGURORE, GRAMSH, CERRIK",40.956,19.672,10,4.7,,,,,,,,1,,,,
1997,2,4,,,"IRAN: BOJNURD, SHIRVAN, ESFARAYEN",37.661,57.291,10,6.5,88,2,,,1948,4,30,4,5500,4,11000,4
1997,2,28,,,IRAN: ARDABIL,38.075,48.05,10,6.1,1100,4,,,2600,4,,4,12000,4,,
1997,3,26,,,"JAPAN: KYUSHU, KAGOSHIMA",31.92,130.429,10,6.1,,,,,,,,2,,,,
1997,4,23,,,GUAM,13.986,144.901,101,6.5,,,,,4,1,,1,,,,
1997,5,10,,,"IRAN: BIRJAND, GHAEN",33.825,59.809,10,7.2,1728,4,,,2300,4,100,4,10533,4,5474,4
1997,5,21,,,INDIA: SOUTHERN: JABALPUR,23.083,80.041,36,5.8,56,2,,,1000,4,143,4,8546,4,8546,4
1997,7,9,Tsu,,VENEZUELA: CARIACO-CUMANA,10.598,-63.486,20,7,81,2,,,522,3,81,4,,,,
1997,9,26,,,"ITALY: CENTRAL: MARCHE, UMBRIA",43.048,12.879,10,5.7,,,,,,,,1,,,,
1997,9,26,,,"ITALY: CENTRAL: MARCHE, UMBRIA",43.084,12.812,10,6,14,1,,,100,2,4524.9,4,80000,4,,
1997,12,5,Tsu,,"RUSSIA: KAMCHATKA: UST-KAMCHATSK, PETROPAVLOVSK",54.841,162.035,33,7.8,,,,,,,,,,,,
1998,1,10,,,"CHINA: NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI",41.083,114.5,30,5.7,70,2,,,11500,4,285.5,4,70000,4,,
1998,4,12,,,"AUSTRIA: ARNOLDSTEIN; SLOVENIA: BOVEC, KOBARID",46.245,13.652,10,5.7,1,1,,,,,,2,,,,
1998,6,27,,,"TURKEY: ADANA, CEYHAN",36.878,35.307,33,6.3,145,3,,,1500,4,550,4,1700,4,,
1998,7,17,,,"TAIWAN: CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG",23.407,120.736,13,5.7,5,1,,,27,1,,1,,,,
1998,9,29,,,"BALKANS NW: SERBIA: BELGRADE, LJIG, VALJEVO",44.209,20.08,10,5.5,1,1,,,17,1,,2,,3,,
1998,11,29,Tsu,,"INDONESIA: MANGOLE, MANADO, TALIABU",-2.071,124.891,33,7.7,41,1,,,107,3,200,4,1000,3,,
1999,2,2,,,"SPAIN: MULA, PUEBLA DE MULA",38.193,-1.566,10,4.8,,,,,20,1,44.004,4,,,,3
1999,3,28,,,"INDIA: CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL",30.512,79.403,15,6.6,100,2,,,394,3,70,4,21100,4,21100,4
1999,4,3,,,"PERU: CAMANA, AREQUIPA",-16.66,-72.662,87,6.8,1,1,,,50,1,,2,,,300,2
1999,6,4,,,"AZERBAIJAN: AGDAS, UCAR, AGALI",40.802,47.448,33,5.4,1,1,,,18,1,5,2,,,50,1
1999,8,17,Tsu,,"TURKEY: ISTANBUL, KOCAELI, SAKARYA",40.76,29.97,13,7.6,17118,4,,,50000,4,20000,4,,,73342,4
1999,9,7,,,GREECE: ATHENS,38.119,23.605,10,6,143,3,,,1600,4,4200,4,53000,4,,
1999,9,20,,,"TAIWAN: NANTOU, TAICHUNG, TAIZHONG",23.772,120.982,33,7.7,2297,4,,,8700,4,14000,4,8200,,82000,4
1999,9,30,,,MEXICO: OAXACA,16.059,-96.931,61,7.5,35,1,,,215,3,164.8,4,,,2000,4
1999,10,22,,,TAIWAN: CHIA-I,23.445,120.506,33,5.9,1,1,,,254,3,0.786,1,15,1,,
1999,11,12,,,"TURKEY: BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK",40.758,31.161,10,7.2,894,3,,,4948,4,1000,4,,,,
1999,12,11,,,"PHILIPPINES: S LUZON: MANILA, SANTA CRUZ",15.766,119.74,33,7.3,5,1,,,40,1,1.794,2,,,,
1999,12,22,,,ALGERIA: NORTHERN: AIN TEMOUCHENT,35.321,-1.281,10,5.6,24,1,,,175,3,60.929,4,,3,,3
2000,6,4,,,"INDONESIA: SUMATRA: BENGKULU, ENGGANO",-4.721,102.087,33,7.9,103,3,,,2174,4,6,3,,,,
2000,6,6,,,"TURKEY: CERKES, CUBUK, ORTA",40.693,32.992,10,6,2,1,,,80,2,,3,,,,
2000,8,4,,,"RUSSIA: SAKHALIN ISLAND, UGLEGORSK, MAKAROV",48.786,142.246,10,6.8,,,,,8,1,0.92,1,,,1390,4
2000,9,3,,,CALIFORNIA: NAPA,38.379,-122.413,10,5,,,,,41,1,50,4,,,,
2000,10,6,,,"JAPAN: HONSHU: W: OKAYAMA, TOTTORI",35.456,133.134,10,6.7,,,,,130,3,150,4,104,3,2230,4
2000,12,15,,,TURKEY: AFYON-BOLVADIN,38.457,31.351,10,6,6,1,,,41,1,,1,,,,
2001,1,13,Tsu,,EL SALVADOR: DAMAGE & INJURIES IN EVERY DEPT.,13.049,-88.66,60,7.7,844,3,,,4723,4,753,4,108226,4,169632,4
2001,1,26,,,"INDIA: GUJARAT: BHUJ, AHMADABAD, RAJOKOT; PAKISTAN",23.419,70.232,16,7.7,20005,4,,,166836,4,2623,4,339000,4,339000,4
2001,2,13,,,EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP,13.671,-88.938,10,6.6,315,3,,,3399,4,348.5,4,41302,4,15706,4
2001,2,28,,,"WASHINGTON: OLYMPIA, SEATTLE, TACOMA",47.149,-122.727,52,6.8,1,1,,,400,3,2000,4,,,,
2001,3,24,,,"JAPAN: HIROSHIMA, OKAYAMA, HONSHU, KAGAMA",34.083,132.526,50,6.8,2,1,,,161,3,500,4,,,3700,4
2001,6,23,Tsu,,"PERU: AREQUIPA, MOQUEGUA, TACNA, AYACUCHO",-16.265,-73.641,33,8.4,77,2,68,2,2713,4,,4,22399,4,,
2001,9,9,,,CALIFORNIA: LOS ANGELES,34.059,-118.387,5,4.2,,,,,,,,1,,,,
2001,10,12,,,GUAM,12.686,144.98,37,7,,,,,1,1,,2,,3,,
2001,12,19,,,BANGLADESH: DHAKA,23.632,90.376,10,4.5,,,,,100,2,,1,,,,2
2002,4,20,,,"NEW YORK: CLINTON, ESSEX, AU SABLE FORKS",44.513,-73.699,11,5.2,,,,,,,,1,,,,
2002,4,26,,,GUAM,13.088,144.619,86,7.1,,,,,5,1,,1,,,,
2002,6,22,,,IRAN: AB GARM-ABHAR-AVAJ-SHIRIN SU,35.626,49.047,10,6.5,261,3,,,1300,4,300,4,,4,,4
2002,7,31,,,"PANAMA: BARU, ALANJE, DAVID; COSTA RICA: LAUREL",7.929,-82.793,10,6.5,,,,,11,1,,2,,2,,3
2002,9,22,,,"UNITED KINGDOM: MANSFIELD, DUDLEY",52.52,-2.15,9,4.8,,,,,1,1,,1,,,,
2002,10,23,,,"ALASKA: CANTWELL, DENALI NATL PARK",63.514,-147.912,4,6.7,,,,,,,,2,,,,
2002,10,29,,Vol,ITALY: SICILY: SANTA VENERINA,37.67,15.267,10,4.3,,,,,9,1,,1,,,,2
2002,11,3,,,"ALASKA: SLANA, MENTASTA LAKE, FAIRBANKS",63.517,-147.444,5,7.9,,,,,1,1,56,4,,,,
2003,1,22,Tsu,,"MEXICO: VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO",18.77,-104.104,24,7.5,29,1,,,300,3,,3,2005,4,6615,4
2003,1,23,,,INDONESIA: SUMBAWA ISLAND: DOMPU,-8.807,118.524,33,5.5,,,,,2,1,,2,,,500,3
2003,1,26,,,"ITALY: SPINELLO, SANTA SOFIA, BAGNO DI ROMAGNA",43.883,11.96,7,4.7,,,,,,,,1,,,,1
2003,2,15,,,PHILIPPINES: LUZON: DIMASALANG,12.171,123.921,10,5.8,,,,,,,,1,,,,
2003,2,15,,,"PHILIPPINES: MASBATE, DIMASALANG",12.168,124.079,10,6.3,,,,,,,,1,,,,2
2003,2,22,,,CALIFORNIA: BIG BEAR CITY,34.31,-116.848,1,5.2,,,,,,,,1,,,,
2003,4,29,,,"ALABAMA: FORT PAYNE,GAYLESVILLE,VALLEY HEAD",34.494,-85.629,20,4.6,,,,,,,,1,,,,
2003,5,21,Tsu,,"ALGERIA: ALGIERS, BOUMERDES, REGHIA, THENIA",36.964,3.634,12,6.8,2266,4,,,10261,4,5000,4,43000,4,43000,4
2003,6,6,,,KENTUCKY: BARDWELL,36.87,-88.98,3,4,,,,,,,,1,,,,
2003,6,20,,,"CHILE: OVALLE, COQUIMBO; ARGENTINA: SAN JUAN",-30.608,-71.637,33,6.8,,,,,1,1,,1,,,,2
2003,9,14,,,"ITALY: LOIANO, MONGHIDORO, MONZUNO",44.329,11.45,10,5.3,,,,,,2,,1,,,10,1
2003,9,22,,,"DOMINICAN REPUBLIC: PUERTO PLATA, SANTIAGO",19.777,-70.673,10,6.4,3,1,,,15,1,,3,,3,,
2003,9,27,,,"RUSSIA: KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO",50.038,87.813,16,7.3,3,1,,,5,1,10.6,3,300,3,,
2003,11,18,,,PHILIPPINES: SAMAR: CAN-AVID,12.025,125.416,35,6.5,1,1,,,21,1,,2,1,1,,3
2003,12,22,,,"CALIFORNIA: PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,8,6.6,2,1,,,40,1,300,4,40,1,,
2003,12,26,,,"IRAN: SOUTHEASTERN: BAM, BARAVAT",28.995,58.311,10,6.6,31000,4,,,30000,4,32.7,4,,4,,4
2004,1,1,,,"INDONESIA: BALI, LOMBOK",-8.31,115.788,45,5.8,1,1,,,29,1,12,3,6000,4,,
2004,2,24,,,"MOROCCO: AL HOCEIMA, IMZOURENE, BENI ABDALLAH",35.142,-3.997,0,6.4,628,3,,,926,3,400,4,2539,4,,
2004,5,3,,,CHILE: CANETE,-37.695,-73.406,21,6.6,,,,,,,,1,,,,
2004,5,19,,,PHILIPPINES: BOHOL ISLAND: TUBIGON,9.926,124.038,35,4.1,,,,,,,,1,,,,
2004,6,15,,,"CHILE: CARAHUE, IMPERIAL, TEMUCO",-38.854,-73.155,38,5.9,,,,,,,,1,,,,
2004,9,21,,,"POLAND: SUWALKI; RUSSIA: KALININGRAD, SVETLOGORSK",54.841,19.912,10,4.8,,,,,3,1,,1,,,,
2004,9,28,,,"CALIFORNIA: CENTRAL: PARKFIELD, SAN MIGUEL",35.819,-120.364,9,6,,,,,,,,1,,,,
2004,11,26,,,INDONESIA: NABIRE,-3.609,135.404,10,7.1,32,1,,,130,3,55,4,328,3,,
2004,12,5,,,"GERMANY: EMMENDINGEN, FREIBURG IM BREISGAU",48.115,8.077,10,4.8,,,,,,,,1,,,,
2005,4,10,Tsu,,INDONESIA: PADANG,-1.644,99.607,19,6.7,,,,,,,,,,,,
2005,6,15,Tsu,,CALIFORNIA: OFF COAST NORTHERN,41.301,-125.97,10,7.2,,,,,,,,,,,,
2005,7,26,,,"MONTANA: DILLON, SILVER STAR, TWIN BRIDGES",45.365,-112.615,13,5.6,,,,,,,,1,,,,
2005,8,14,,,INDIA: MAHARASHTRA,17.398,74.118,35,4.4,,,,,,,,2,,,,
2005,8,16,,,INDIA: UTTARANCHAL: UTTARKAHI,30.924,78.56,43,4.4,,,,,,,,1,,1,,1
2005,8,30,,,"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE",17.067,73.773,10,4.7,,,,,,,,1,,,,
2005,10,8,,,"PAKISTAN: MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588,26,7.6,76213,4,,,146599,4,6680,4,,3,,3
2005,10,24,,,ECUADOR: BAEZA,-0.507,-77.745,35,4.8,,,,,,,,1,,,,
2006,5,3,Tsu,,TONGA ISLANDS,-20.187,-174.123,55,7.9,,,,,1,1,,1,,,,
2006,8,5,,,ARGENTINA: MENDOZA,-33.131,-68.707,22,5.6,,,,,,,,1,,,,
2006,9,28,Tsu,,SAMOA ISLANDS,-16.592,-172.033,28,6.9,,,,,,,,,,,,
2006,10,15,Tsu,,HAWAIIAN ISLANDS,19.878,-155.935,39,6.7,,,,,,3,73,4,,,,
2006,10,20,,,PERU: CENTRAL,-13.457,-76.677,23,6.7,,,,,,,,1,,,,
2007,3,6,,,INDONESIA: SUMATRA: SOUTHERN,-0.493,100.498,19,6.4,67,2,,,826,3,,3,43719,4,43719,4
2007,3,25,,,"GREECE: ARGOSTOLION, KEFALLINIA",38.34,20.42,15,5.8,,,,,,,,1,,1,,
2007,4,13,,,"MEXICO: GUERRERO, ATOYAC",17.302,-100.198,34,6,,,,,,,,1,2,1,,
2007,4,21,Tsu,,CHILE: SOUTHERN,-45.243,-72.648,37,6.2,2,1,,,,,,1,,,2,1
2007,4,28,,,UNITED KINGDOM: ENGLAND: FOLKESTONE,51.085,1.009,10,4.6,,,,,1,1,,1,,,,
2007,5,8,,,MONTANA: SHERIDAN,45.394,-112.13,14,4.5,,,,,,,,1,,,,
2007,8,15,Tsu,,"PERU: ICA, PISCO, LIMA",-13.386,-76.603,39,8,514,3,,,1090,4,,4,52154,4,23632,4
2007,11,14,Tsu,,"CHILE: TOCOPILLA, MARIA ELENA",-22.247,-69.89,40,7.7,2,1,,,65,2,,3,,4,,
2007,12,20,,,NEW ZEALAND: OFF COAST NORTH ISLAND,-39.011,178.291,20,6.6,1,1,,,,,,1,3,1,,
2008,2,21,,,NEVADA: WELLS,41.153,-114.867,7,6,,,,,3,1,,2,,,720,3
2008,5,12,Tsu,,CHINA: SICHUAN PROVINCE,31.002,103.322,19,7.9,87652,4,,,374171,4,86000,4,5360000,4,5360000,4
2008,7,29,,,CALIFORNIA: LOS ANGELES,33.953,-117.761,15,5.4,,,,,8,1,,1,,,,1
2008,8,25,,,CHINA: TIBET (XIZANG PROVINCE),30.901,83.52,12,6.7,,,,,,,,2,,,700,3
2008,8,27,,,RUSSIA: LAKE BAYKAL,51.607,104.158,16,6.2,,,,,,,,1,,,,
2009,7,4,,,PANAMA: PANAMA CITY,9.59,-78.966,38,6,,,,,32,1,,1,,,,
2010,2,27,Tsu,,"CHILE: MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,23,8.8,402,3,,,12000,4,30000,4,,,500000,4
2010,6,12,Tsu,,INDIA: LITTLE NICOBAR ISLAND,7.881,91.936,35,7.5,,,,,,,,,,,,
2010,6,16,,,INDONESIA: NEW GUINEA: IRIAN JAYA: JAPEN,-2.174,136.543,18,7,17,1,,,,,,3,2556,4,,
2010,6,23,,,"CANADA: QUEBEC: VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,22,5.2,,,,,,,,1,,,,
2010,7,23,,,PHILIPPINES: CELEBES SEA: MORO GULF,6.486,123.467,586,7.6,,,,,,,,,,,,
2010,8,10,Tsu,,VANUATU ISLANDS,-17.541,168.069,25,7.2,,,,,,,,,,,,
2010,9,3,,,NEW ZEALAND: CHRISTCHURCH,-43.522,171.83,12,7,,,,,2,1,6500,4,,,,3
2010,9,6,,,NEW ZEALAND: SOUTH ISLAND: CHRISTCHURCH,-43.57,172.388,9,5,,,,,,,,1,,,,
2010,9,6,,,NEW ZEALAND: NORTH ISLAND: PORANGAHAU,-40.433,176.818,21,5.1,,,,,,,,1,,,,
2010,9,7,,,NEW ZEALAND: SOUTH ISLAND: CANTERBURY,-43.598,172.69,6,5,,,,,,,,1,,,,
2010,9,10,,,BANGLADESH: NARAYANGANJ,23.407,90.648,10,4.8,,,,,,,,1,,,,
2010,11,3,,,BALKANS NW: SERBIA: KRALJEVO,43.76,20.673,1,5.5,2,1,,,100,2,,3,1000,3,5000,4
2011,8,23,,,COLORADO: SEGUNDO,37.063,-104.701,4,5.4,,,,,,,,2,,,,
2011,8,23,,,"VIRGINIA: LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,6,5.8,,,,,,,,2,,,,
2011,11,6,,,OKLAHOMA: SPARKS,35.532,-96.765,5,5.7,,,,,2,1,,2,14,1,,3
2012,3,20,Tsu,,"MEXICO: GUERRERO, OAXACA",16.493,-98.231,20,7.4,2,1,,,13,1,,3,800,3,,
2012,5,22,,,BULGARIA: PERNIK,42.645,22.968,10,5.6,,,,,,,,2,,,90,2
2013,2,6,Tsu,,SOLOMON ISLANDS: SANTA CRUZ ISLANDS,-10.799,165.114,24,7.9,,,,,,,,1,,,,
2013,8,2,,,INDIA: KASHMIR: KISHTWAR,33.297,75.95,42,5.2,,,,,2,1,,2,,,,3
2013,8,16,Tsu,,"NEW ZEALAND: WELLINGTON, MARLBOROUGH",-41.731,174.027,12,6.5,,,,,,2,,2,,2,,2
2013,8,21,,,"MEXICO: SAN MARCOS, ACAPULCO",16.878,-99.498,21,6.2,,,,,1,1,,1,,,,1
2013,9,7,,,"GUATEMALA: COATEPEQUE, QUETZALTENANGO",14.606,-92.121,66,6.4,1,1,,,11,1,,1,3,1,,
2013,9,24,Tsu,,"PAKISTAN: AWARAN, KECH",26.951,65.501,15,7.7,825,3,,,619,3,,4,32638,4,14118,4
2013,9,25,,,PERU: AREQUIPA,-16.15,-74.87,31,7.1,,,,,,,,1,,1,,
2013,10,12,,,GREECE: CRETE: CHANIA,35.514,23.252,40,6.6,,,,,1,1,,1,,,,1
2013,10,15,,,"PHILIPPINES: BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,19,7.1,222,3,8,1,976,3,51.8,4,,4,,4
2013,10,22,,,INDONESIA: BANDA ACEH,5.103,95.971,10,5.5,1,1,,,2,1,,1,,,160,3
2013,10,25,Tsu,,JAPAN: HONSHU: E COAST,37.2,144.6,10,7.1,,,,,1,1,,,,,,
2013,11,10,,,TAJIKISTAN: VAHDAT,38.41,68.89,23,5.2,,,,,,,,2,104,3,256,3
2013,11,28,,,IRAN: BORAZJAN,29.275,51.313,4,5.7,8,1,,,200,3,,2,250,3,,1
2014,1,5,,,COLOMBIA: SIPI,4.557,-76.644,54,5.6,,,,,,,,2,,,121,3
2014,1,13,,,PUERTO RICO,19.043,-66.81,20,6.4,,,,,,,,1,,,,
2014,1,20,,,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,28,6.1,,,,,,,,1,,,,1
2014,1,25,,,INDONESIA: JAVA: BANYUMAS,-7.986,109.265,66,6.1,,,,,,,,1,1,1,,2
2014,1,26,,,GREECE: KEFALONIA,38.208,20.453,8,6.1,,,,,6,1,178,4,,,,1
2014,2,3,,,GREECE: KEFALONIA: LIXOURION,38.244,20.379,4,6,,,,,16,1,,1,,,,1
2014,2,9,,,OKLAHOMA: GUTHRIE,35.937,-97.271,5,4.1,,,,,,,,1,,,,
2014,3,13,,,JAPAN: SOUTHWESTERN,33.684,131.825,79,6.3,,,,,18,1,,1,,,,
2014,3,16,Tsu,,CHILE: IQUIQUE,-19.965,-70.814,21,6.7,,,,,,,,1,,,,
2014,3,29,,,"CALIFORNIA: LA HABRA, BREA, FULLERTON",33.863,-117.835,4,5.1,,,,,,1,10.8,3,,,20,1
2014,4,1,Tsu,,"CHILE: NORTHERN: IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,25,8.2,7,1,,,,,100,4,,,2600,4
2014,4,3,Tsu,,CHILE: NORTHERN: IQUIQUE,-20.571,-70.493,22,7.7,,,,,,,,,,,,
2014,4,18,Tsu,,MEXICO: GUERRERO; MEXICO CITY,17.397,-100.972,24,7.2,,,,,,,,1,,,127,2
2014,5,5,,,THAILAND: CHIANG RAI,19.656,99.67,6,6.1,1,1,,,32,1,62,4,20,1,,3
2014,5,8,,,MEXICO: TECPAN,17.235,-100.746,17,6.4,,,,,,,,1,,,,1
2014,5,19,,,ALBANIA: BELSH,41.115,19.777,10,5,,,,,,,,1,,,,1
2014,5,24,,,"GREECE, TURKEY",40.24,25.33,23,6.9,3,1,,,266,3,450,4,,,,2
2014,7,7,,,MEXICO; GUATEMALA: SAN MARCOS,14.728,-92.578,67,6.9,3,1,,,33,1,,1,,1,50,1
2014,7,11,Tsu,,JAPAN: SANRIKU,37.005,142.453,20,6.5,,,,,3,1,,,,,,
2014,7,25,Tsu,,ALASKA: SOUTHEASTERN,58.306,-136.96,10,6.1,,,,,,,,,,,,
2014,7,29,,,MEXICO: OAXACA,17.682,-95.653,107,6.3,1,1,,,1,1,,2,,,,2
2014,8,1,,,ALGERIA: ALGIERS,36.841,3.301,30,5.5,6,1,,,420,3,,,,,,
2014,8,5,,,SOUTH AFRICA: ORKNEY,-26.99,26.705,5,5.5,1,1,,,17,1,,2,13,1,1433,4
2014,8,12,,,ECUADOR: QUITO,-0.018,-78.322,12,5.1,2,1,,,8,1,,1,,,89,2
2014,8,16,,,CHINA: YUNNAN PROVINCE: YONGSHAN,28.125,103.546,10,5,,,,,6,1,,1,,,337,3
2014,8,18,,,IRAN: ILAM PROVINCE: ABDANAN,32.663,47.673,6,6.2,,,,,330,2,,1,2700,4,17000,4
2014,8,24,,,"CALIFORNIA: NAPA, VALLEJO",38.216,-122.312,11,6.1,1,1,,,257,3,700,4,160,3,1034,4
2014,9,20,,,PHILIPPINES: BARANGAY LUAYON,6.864,125.233,26,5.2,,,,,1,1,,1,15,1,67,2
2014,9,28,,,PERU: PARURO PROVINCE,-13.843,-71.695,10,5.1,8,1,,,6,1,,1,106,3,,3
2014,10,14,Tsu,,EL SALVADOR: GULF OF FONSECA,12.526,-88.123,40,7.3,1,1,,,,,,1,5,1,41,1
2014,11,15,Tsu,,INDONESIA: N. MOLUCCAS ISLANDS,1.893,126.522,45,7.1,,,,,,,,,,,,
2014,11,22,,,CHINA: SICHUAN PROVINCE: GARZE,30.34,101.737,9,5.9,5,1,,,65,2,,3,30,1,27400,4
2014,11,22,,,"JAPAN: NAGANO: HAKUBA, OTARI",36.641,137.888,9,6.2,,,,,45,1,,1,50,1,,2
2015,1,14,,,CHINA: SICHUAN PROVINCE: LESHAN,29.353,103.199,10,5.3,,,,,11,1,,2,,,2000,4
2015,2,16,Tsu,,JAPAN: HONSHU,39.856,142.881,23,6.7,,,,,,,,,,,,
2015,2,19,Tsu,,VANUATU ISLANDS,-16.431,168.148,10,6.4,,,,,,,,1,,,,1
2015,2,26,,,PAKISTAN: BATTAGRAM,34.671,73.278,30,5.4,,,,,5,1,,1,,,2,1
2015,2,28,,,PERU: AREQUIPA: CAYLLOMA: CABANACONDE,-15.693,-71.934,10,4.5,,,,,,,,2,64,2,500,3
2015,3,8,,,BALKANS NW: SERBIA: KOSJERIC,44.088,19.861,20,4.4,,,,,,,,1,,,100,2
2015,3,10,,,"COLOMBIA: ANTIOQUIA, SANTANDER",6.8,-73.01,184,6.2,,,,,,,,3,180,3,2167,4
2015,3,29,Tsu,,PAPUA NEW GUINEA,-4.729,152.562,41,7.5,,,,,,,,,,,,
2015,4,20,,,TAIWAN: TAIPEI,24.203,122.316,29,6.4,1,1,,,1,1,,1,,,19,1
2015,4,25,,,NEPAL: KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,8,7.8,8200,4,366,3,17866,4,10000,4,299588,4,269107,4
2015,5,12,,,NEPAL: DOLAKHA,27.809,86.066,15,7.3,117,3,,,2800,4,,2,,2,,
2015,5,30,,,JAPAN: BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,664,7.8,,,,,12,1,,,,,,
2015,6,4,,,"MALAYSIA: SABAH: LAHAD,DATU,KANAK",5.987,116.541,10,6,18,1,,,,2,,1,,,23,1
2015,7,18,Tsu,,SOLOMON ISLANDS,-10.401,165.141,11,7,,,,,,,,,,,,
2015,7,24,,,PAKISTAN: ABBOTTABAD,33.856,73.193,17,5.1,3,1,,,1,1,,1,3,1,,
2015,7,27,,,INDONESIA: PAPUA,-2.629,138.528,48,7,1,1,,,,,,1,1,1,6,1
2015,7,29,,,COLOMBIA-PANAMA: COLOMBIA: UNGUIA,8.231,-77.315,12,5.9,,,,,6,1,,1,,,45,1
2015,8,7,,,RWANDA: BUKAVU,-2.141,28.897,11,5.8,3,1,,,30,1,,,,,,
2015,8,9,,,EL SALVADOR: ALEGRIA,13.668,-88.478,10,4.5,,,,,4,1,,2,,,92,2
2015,9,16,Tsu,,CHILE: CENTRAL,-31.573,-71.674,22,8.3,7,1,1,1,14,1,600,4,2305,4,10044,4
2015,9,24,,,INDONESIA: SORONG,-0.59,131.27,10,6.6,,,,,62,2,,2,,,260,3
2015,10,17,,,ARGENTINA: GALPON,-25.442,-64.632,33,5.8,2,1,,,30,1,,1,15,1,,
2015,10,26,,,AFGHANISTAN: HINDU KUSH,36.524,70.368,231,7.5,399,3,,,1770,4,109,4,29230,4,79893,4
2015,11,4,,,INDONESIA: EAST NUSA TENGGARA: ALOR,-8.338,124.875,20,6.5,,,,,,,9,3,,,1468,4
2015,11,11,Tsu,,CHILE: LA SERENA,-29.439,-72.105,10,6.9,,,,,,,,,,,,
